number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_num_layers,params_output_dropout,params_schedule_pairs,params_seq_length_1D,params_seq_length_1H,state
31,-1000000000.0,2026-02-24 16:49:05.269673,2026-02-24 16:49:05.275664,0 days 00:00:00.005991,64,64,64,1,0.49337422324973784,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",78,270,COMPLETE
14,-1000000000.0,2026-02-24 16:49:05.213562,2026-02-24 16:49:05.217606,0 days 00:00:00.004044,32,96,64,1,0.3077926563480878,"((0.5, 0.25), (0.01, 0.005, 0.001))",114,174,COMPLETE
13,-1000000000.0,2026-02-24 16:49:05.213313,2026-02-24 16:49:05.220366,0 days 00:00:00.007053,32,96,64,1,0.3058312357001253,"((0.5, 0.25), (0.01, 0.005, 0.001))",117,181,COMPLETE
12,-1000000000.0,2026-02-24 16:49:05.208296,2026-02-24 16:49:05.212663,0 days 00:00:00.004367,32,32,64,1,0.20496279438768972,"((0.7, 0.2), (0.01, 0.002, 0.0005))",95,389,COMPLETE
11,-1000000000.0,2026-02-24 16:49:05.206345,2026-02-24 16:49:05.212993,0 days 00:00:00.006648,32,32,64,1,0.2350746591007534,"((0.7, 0.2), (0.01, 0.002, 0.0005))",92,399,COMPLETE
10,-1000000000.0,2026-02-24 16:49:05.205083,2026-02-24 16:49:05.206023,0 days 00:00:00.000940,128,64,64,1,0.4447458025281032,"((0.5, 0.25), (0.01, 0.005, 0.001))",85,330,COMPLETE
9,-1000000000.0,2026-02-24 16:49:05.204779,2026-02-24 16:49:05.205692,0 days 00:00:00.000913,64,96,256,1,0.4168874193281974,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",150,257,COMPLETE
8,-1000000000.0,2026-02-24 16:49:05.203719,2026-02-24 16:49:05.204398,0 days 00:00:00.000679,64,64,128,1,0.39717074623687537,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",104,227,COMPLETE
7,-1000000000.0,2026-02-24 16:49:05.203108,2026-02-24 16:49:05.204101,0 days 00:00:00.000993,32,64,128,1,0.5664938503675635,"((0.7, 0.2), (0.01, 0.002, 0.0005))",102,277,COMPLETE
6,-1000000000.0,2026-02-24 16:49:05.202360,2026-02-24 16:49:05.203383,0 days 00:00:00.001023,64,32,128,1,0.5253885228243506,"((0.7, 0.2), (0.01, 0.002, 0.0005))",131,246,COMPLETE
5,-1000000000.0,2026-02-24 16:49:05.201727,2026-02-24 16:49:05.202620,0 days 00:00:00.000893,64,32,256,1,0.24006652809098225,"((0.7, 0.2), (0.01, 0.002, 0.0005))",72,166,COMPLETE
4,-1000000000.0,2026-02-24 16:49:05.199962,2026-02-24 16:49:05.201202,0 days 00:00:00.001240,128,96,128,1,0.5420452900448002,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",129,130,COMPLETE
3,-1000000000.0,2026-02-24 16:49:05.198540,2026-02-24 16:49:05.200528,0 days 00:00:00.001988,64,96,256,1,0.4268351934925933,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",77,225,COMPLETE
2,-1000000000.0,2026-02-24 16:49:05.197316,2026-02-24 16:49:05.197606,0 days 00:00:00.000290,128,32,128,1,0.5167873321136316,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",63,314,COMPLETE
30,-1000000000.0,2026-02-24 16:49:05.263442,2026-02-24 16:49:05.269029,0 days 00:00:00.005587,128,96,256,1,0.2742024379992015,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",76,381,COMPLETE
32,-1000000000.0,2026-02-24 16:49:05.271255,2026-02-24 16:49:05.276828,0 days 00:00:00.005573,64,96,256,1,0.517897388729462,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",80,147,COMPLETE
62,-1000000000.0,2026-02-24 16:49:05.387984,2026-02-24 16:49:05.395492,0 days 00:00:00.007508,64,32,128,1,0.5828887720980632,"((0.7, 0.2), (0.01, 0.002, 0.0005))",129,241,COMPLETE
48,-1000000000.0,2026-02-24 16:49:05.330577,2026-02-24 16:49:05.338434,0 days 00:00:00.007857,32,32,64,1,0.2861023915119961,"((0.7, 0.2), (0.01, 0.002, 0.0005))",111,178,COMPLETE
61,-1000000000.0,2026-02-24 16:49:05.385039,2026-02-24 16:49:05.393079,0 days 00:00:00.008040,64,64,64,1,0.36947357117820134,"((0.7, 0.2), (0.01, 0.002, 0.0005))",86,313,COMPLETE
