Date,MF_TuleR_S10_ET_POTENTIAL_IN,MF_TuleR_S10_FLOW_CFS,MF_TuleR_S10_PRECIP_INC_IN,MF_TuleR_S10_SATURATION_FRACTION_ININ,MF_TuleR_S10_STORAGE_GW_1_IN,MF_TuleR_S10_STORAGE_GW_2_IN,MF_TuleR_S10_STORAGE_SOIL_IN,MF_TuleR_S10_SWE_OBSERVED_IN,MF_TuleR_S10_TEMPERATURE_AIR_DEGF,MF_TuleR_S20_ET_POTENTIAL_IN,MF_TuleR_S20_FLOW_CFS,MF_TuleR_S20_PRECIP_INC_IN,MF_TuleR_S20_SATURATION_FRACTION_ININ,MF_TuleR_S20_STORAGE_GW_1_IN,MF_TuleR_S20_STORAGE_GW_2_IN,MF_TuleR_S20_STORAGE_SOIL_IN,MF_TuleR_S20_SWE_OBSERVED_IN,MF_TuleR_S20_TEMPERATURE_AIR_DEGF,NF_TuleR_S10_ET_POTENTIAL_IN,NF_TuleR_S10_FLOW_CFS,NF_TuleR_S10_PRECIP_INC_IN,NF_TuleR_S10_SATURATION_FRACTION_ININ,NF_TuleR_S10_STORAGE_GW_1_IN,NF_TuleR_S10_STORAGE_GW_2_IN,NF_TuleR_S10_STORAGE_SOIL_IN,NF_TuleR_S10_SWE_OBSERVED_IN,NF_TuleR_S10_TEMPERATURE_AIR_DEGF,ReservoirInflow_FLOW_CFS,ReservoirInflow_FLOW_OBSERVED_CFS,SF_TuleR_S10_ET_POTENTIAL_IN,SF_TuleR_S10_FLOW_CFS,SF_TuleR_S10_PRECIP_INC_IN,SF_TuleR_S10_SATURATION_FRACTION_ININ,SF_TuleR_S10_STORAGE_GW_1_IN,SF_TuleR_S10_STORAGE_GW_2_IN,SF_TuleR_S10_STORAGE_SOIL_IN,SF_TuleR_S10_SWE_OBSERVED_IN,SF_TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S10_ET_POTENTIAL_IN,TuleR_S10_FLOW_CFS,TuleR_S10_PRECIP_INC_IN,TuleR_S10_SATURATION_FRACTION_ININ,TuleR_S10_STORAGE_GW_1_IN,TuleR_S10_STORAGE_GW_2_IN,TuleR_S10_STORAGE_SOIL_IN,TuleR_S10_SWE_OBSERVED_IN,TuleR_S10_TEMPERATURE_AIR_DEGF,TuleR_S20_ET_POTENTIAL_IN,TuleR_S20_FLOW_CFS,TuleR_S20_PRECIP_INC_IN,TuleR_S20_SATURATION_FRACTION_ININ,TuleR_S20_STORAGE_GW_1_IN,TuleR_S20_STORAGE_GW_2_IN,TuleR_S20_STORAGE_SOIL_IN,TuleR_S20_SWE_OBSERVED_IN,TuleR_S20_TEMPERATURE_AIR_DEGF
6/1/2000,0.015781948,5.00,0.00000,0.18832,0.0000,2.9513,0.9416,0.0000,66.129,0.012213076,75.0,0.00000,0.30427,0.0947,9.769,1.5214,0.000,58.346,0.015235417,40.9,0.00000,0.20825,0.0027,5.984,1.0413,0.0000,64.854,158,147.0,0.014906705,27.9,0.00000,0.21196,0.0001,3.5779,1.0598,0.0000,64.265,0.017830942,3.463,0.00000,0.09013,0.00000,1.4887,0.4506,0,69.939,0.017334387,6.13,0.00000,0.13013,0.0000,2.1930,0.6506,0.00000,69.048
6/2/2000,0.017387468,4.93,0.00000,0.18021,0.0000,2.9090,0.9011,0.0000,69.055,0.013053331,71.8,0.00000,0.29248,0.0802,9.676,1.4624,0.000,60.257,0.01671789,40.4,0.00000,0.19939,0.0020,5.923,0.9969,0.0000,67.600,154,123.6,0.016477011,27.5,0.00000,0.20341,0.0000,3.5267,1.0171,0.0000,67.214,0.020192677,3.414,0.00000,0.08566,0.00000,1.4674,0.4283,0,73.800,0.019460814,6.05,0.00000,0.12391,0.0000,2.1616,0.6196,0.00000,72.616
6/3/2000,0.018858818,4.86,0.00000,0.17176,0.0000,2.8674,0.8588,0.0000,71.552,0.014300696,68.9,0.00000,0.28077,0.0676,9.582,1.4039,0.000,62.954,0.018181734,39.9,0.00000,0.19033,0.0015,5.862,0.9516,0.0000,70.159,150,124.8,0.017996505,27.1,0.00000,0.19451,0.0000,3.4763,0.9726,0.0000,69.914,0.02134886,3.365,0.00000,0.08102,0.00000,1.4464,0.4051,0,75.535,0.020861655,5.96,0.00000,0.11743,0.0000,2.1307,0.5872,0.00000,74.784
6/4/2000,0.019653436,4.79,0.00000,0.16321,0.0000,2.8264,0.8160,0.0000,72.807,0.014922553,66.3,0.00000,0.26927,0.0565,9.489,1.3463,0.000,64.208,0.019155266,39.4,0.00000,0.18125,0.0011,5.802,0.9062,0.0000,71.739,146,123.1,0.018659294,26.7,0.00000,0.18553,0.0000,3.4266,0.9276,0.0000,70.998,0.022503626,3.317,0.00000,0.07640,0.00000,1.4257,0.3820,0,77.187,0.021905193,5.87,0.00000,0.11093,0.0000,2.1002,0.5546,0.00000,76.301
6/5/2000,0.017623201,4.72,0.00000,0.15533,0.0000,2.7860,0.7767,0.0000,69.382,0.013511688,64.0,0.00000,0.25887,0.0469,9.396,1.2943,0.000,61.209,0.01714078,39.0,0.00000,0.17295,0.0009,5.742,0.8647,0.0000,68.275,143,109.9,0.016733682,26.3,0.00000,0.17727,0.0000,3.3775,0.8864,0.0000,67.626,0.020397285,3.269,0.00000,0.07212,0.00000,1.4053,0.3606,0,74.028,0.019642785,5.79,0.00000,0.10495,0.0000,2.0702,0.5247,0.00000,72.817
6/6/2000,0.015898339,4.65,0.00075,0.14865,0.0000,2.7461,0.7433,0.0000,66.210,0.012639417,62.0,0.00502,0.25052,0.0386,9.304,1.2526,0.000,59.240,0.015380464,38.5,0.00031,0.16591,0.0006,5.683,0.8295,0.0000,65.013,140,108.1,0.015197211,25.9,0.00012,0.17014,0.0000,3.3292,0.8507,0.0000,64.748,0.01812285,3.222,0.00000,0.06850,0.00000,1.3852,0.3425,0,70.293,0.017407969,5.71,0.00000,0.09989,0.0000,2.0406,0.4995,0.00000,69.031
6/7/2000,0.014915758,4.59,0.00075,0.14321,0.0000,2.7068,0.7160,0.0000,64.204,0.011527455,60.1,0.00502,0.24627,0.0315,9.212,1.2313,0.000,56.496,0.014553333,38.1,0.00031,0.15991,0.0005,5.624,0.7995,0.0000,63.216,137,96.8,0.014221258,25.6,0.00012,0.16392,0.0000,3.2816,0.8196,0.0000,62.641,0.018667985,3.176,0.00001,0.06522,0.00000,1.3654,0.3261,0,71.179,0.017259952,5.63,0.00000,0.09541,0.0000,2.0114,0.4770,0.00000,68.701
6/8/2000,0.010944109,4.52,0.02289,0.14063,0.0000,2.6681,0.7031,0.0000,54.931,0.00802845,58.5,0.04044,0.24775,0.0255,9.120,1.2388,0.023,46.115,0.010702727,37.7,0.02905,0.15859,0.0004,5.566,0.7930,0.0040,53.934,135,125.1,0.010434595,25.2,0.02530,0.16192,0.0000,3.2346,0.8096,0.0050,53.329,0.015453657,3.131,0.01522,0.06278,0.00000,1.3458,0.3139,0,65.315,0.013619611,5.54,0.01794,0.09243,0.0000,1.9826,0.4622,0.00000,61.400
6/9/2000,0.009616565,4.46,0.02521,0.17830,0.0000,2.6299,0.8915,0.0000,51.207,0.007090205,57.0,0.04543,0.30645,0.0204,9.029,1.5322,0.042,42.664,0.009233398,37.3,0.04047,0.21220,0.0003,5.508,1.0610,0.0073,49.733,132,148.6,0.009274849,24.8,0.02622,0.20690,0.0000,3.1884,1.0345,0.0071,49.943,0.013749371,3.086,0.01569,0.07290,0.00000,1.3266,0.3645,0,61.767,0.011944381,5.47,0.01925,0.11237,0.0000,1.9542,0.5619,0.00000,57.498
6/10/2000,0.011719344,4.39,0.00332,0.18582,0.0000,2.5923,0.9291,0.0000,56.977,0.00907161,55.7,0.00870,0.35828,0.0161,8.938,1.7914,0.016,49.551,0.01115542,36.9,0.01173,0.25110,0.0002,5.451,1.2555,0.0027,55.320,130,130.3,0.011339728,24.5,0.00119,0.21545,0.0000,3.1427,1.0772,0.0008,55.876,0.015018652,3.042,0.00089,0.07485,0.00000,1.3076,0.3743,0,64.427,0.013607935,5.39,0.00152,0.11646,0.0000,1.9263,0.5823,0.00000,61.421
6/11/2000,0.013861922,4.33,0.00100,0.18370,0.0000,2.5552,0.9185,0.0000,61.959,0.010959646,54.5,0.00371,0.37027,0.0126,8.848,1.8513,0.000,54.978,0.013333312,36.5,0.00031,0.25256,0.0002,5.395,1.2628,0.0000,60.613,128,110.3,0.013282751,24.1,0.00027,0.21173,0.0000,3.0978,1.0587,0.0000,60.591,0.016484143,2.998,0.00041,0.07241,0.00000,1.2889,0.3620,0,67.259,0.015544193,5.31,0.00021,0.11360,0.0000,1.8987,0.5680,0.00000,65.444
6/12/2000,0.015700202,4.27,0.00000,0.17746,0.0000,2.5186,0.8873,0.0000,65.701,0.012495882,53.5,0.00000,0.36457,0.0098,8.759,1.8229,0.000,58.805,0.015264335,36.1,0.00000,0.24448,0.0001,5.339,1.2224,0.0000,64.653,126,119.3,0.015019991,23.8,0.00000,0.20412,0.0000,3.0535,1.0206,0.0000,64.257,0.018635649,2.955,0.00000,0.06913,0.00000,1.2705,0.3456,0,71.041,0.017660761,5.23,0.00000,0.10878,0.0000,1.8715,0.5439,0.00000,69.343
6/13/2000,0.018961743,4.21,0.00002,0.16952,0.0000,2.4826,0.8476,0.0000,71.525,0.015172882,52.5,0.00000,0.34911,0.0074,8.670,1.7455,0.000,64.601,0.018353311,35.7,0.00000,0.23234,0.0001,5.284,1.1617,0.0000,70.341,124,105.0,0.018185664,23.4,0.00006,0.19499,0.0000,3.0098,0.9749,0.0000,70.132,0.0218457,2.913,0.00091,0.06553,0.00000,1.2523,0.3277,0,76.043,0.020911308,5.16,0.00025,0.10338,0.0000,1.8448,0.5169,0.00000,74.636
6/14/2000,0.024003481,4.15,0.00002,0.16016,0.0000,2.4471,0.8008,0.0000,79.012,0.018764209,51.7,0.00000,0.32952,0.0056,8.581,1.6476,0.000,71.095,0.023021325,35.4,0.00000,0.21843,0.0001,5.229,1.0922,0.0000,77.494,122,89.0,0.022932969,23.1,0.00006,0.18451,0.0000,2.9667,0.9225,0.0000,77.428,0.026987122,2.871,0.00124,0.06163,0.00000,1.2344,0.3082,0,82.872,0.026000425,5.09,0.00027,0.09722,0.0000,1.8184,0.4861,0.00000,81.644
6/15/2000,0.026376415,4.09,0.00000,0.14983,0.0000,2.4121,0.7491,0.0000,82.036,0.019823469,50.9,0.00000,0.30910,0.0042,8.493,1.5455,0.000,72.751,0.025544411,35.0,0.00000,0.20385,0.0001,5.175,1.0192,0.0000,80.731,121,88.9,0.025070511,22.8,0.00000,0.17331,0.0000,2.9243,0.8665,0.0000,80.179,0.030726066,2.830,0.00033,0.05718,0.00000,1.2167,0.2859,0,87.163,0.029408421,5.01,0.00001,0.09032,0.0000,1.7924,0.4516,0.00000,85.681
6/16/2000,0.025291262,4.03,0.00000,0.13993,0.0000,2.3776,0.6996,0.0000,80.632,0.01873567,50.2,0.00000,0.29048,0.0030,8.406,1.4524,0.000,70.960,0.024611026,34.6,0.00000,0.19038,0.0000,5.121,0.9519,0.0000,79.439,119,85.3,0.024023619,22.5,0.00000,0.16279,0.0000,2.8824,0.8139,0.0000,78.732,0.030218162,2.790,0.00000,0.05270,0.00000,1.1993,0.2635,0,86.598,0.028824689,4.94,0.00000,0.08358,0.0000,1.7667,0.4179,0.00000,84.993
6/17/2000,0.023515273,3.97,0.00000,0.13119,0.0000,2.3435,0.6560,0.0000,78.278,0.017438432,49.6,0.00000,0.27452,0.0022,8.320,1.3726,0.000,68.720,0.02277663,34.3,0.00000,0.17881,0.0000,5.068,0.8941,0.0000,76.946,118,70.9,0.022390101,22.1,0.00000,0.15351,0.0000,2.8412,0.7676,0.0000,76.488,0.027584672,2.750,0.00000,0.04877,0.00000,1.1821,0.2438,0,83.568,0.026522763,4.87,0.00000,0.07765,0.0000,1.7414,0.3882,0.00000,82.252
6/18/2000,0.020635244,3.91,0.00000,0.12376,0.0000,2.3100,0.6188,0.0000,74.100,0.015292164,48.9,0.00000,0.26142,0.0016,8.234,1.3071,0.000,64.701,0.020006074,33.9,0.00000,0.16923,0.0000,5.016,0.8461,0.0000,72.822,116,75.6,0.019694926,21.8,0.00000,0.14557,0.0000,2.8005,0.7278,0.0000,72.415,0.024457794,2.711,0.00000,0.04547,0.00000,1.1652,0.2274,0,79.632,0.023403667,4.80,0.00000,0.07265,0.0000,1.7165,0.3633,0.00000,78.181
6/19/2000,0.018529104,3.86,0.00000,0.11753,0.0000,2.2770,0.5876,0.0000,70.721,0.013938803,48.4,0.00000,0.25072,0.0011,8.149,1.2536,0.000,61.931,0.017997835,33.6,0.00000,0.16131,0.0000,4.964,0.8066,0.0000,69.545,115,64.8,0.017651603,21.5,0.00000,0.13887,0.0000,2.7605,0.6943,0.0000,69.028,0.022232248,2.672,0.00000,0.04271,0.00000,1.1486,0.2136,0,76.556,0.021074507,4.73,0.00000,0.06849,0.0000,1.6920,0.3424,0.00000,74.822
6/20/2000,0.020008892,3.80,0.00000,0.11172,0.0000,2.2444,0.5586,0.0000,73.143,0.015232475,47.8,0.00000,0.24085,0.0008,8.065,1.2042,0.000,64.620,0.019317506,33.2,0.00000,0.15396,0.0000,4.913,0.7698,0.0000,71.799,113,71.5,0.019033484,21.2,0.00000,0.13259,0.0000,2.7210,0.6630,0.0000,71.407,0.023673348,2.634,0.00000,0.04017,0.00000,1.1321,0.2009,0,78.572,0.02249627,4.66,0.00000,0.06465,0.0000,1.6678,0.3232,0.00000,76.910
6/21/2000,0.022793617,3.75,0.00000,0.10560,0.0000,2.2123,0.5280,0.0000,77.273,0.016971819,47.3,0.00000,0.23069,0.0005,7.982,1.1534,0.000,67.889,0.022010896,32.9,0.00000,0.14622,0.0000,4.862,0.7311,0.0000,75.874,112,87.9,0.021671642,20.9,0.00000,0.12597,0.0000,2.6820,0.6299,0.0000,75.441,0.026978472,2.596,0.00000,0.03754,0.00000,1.1159,0.1877,0,82.829,0.025761181,4.60,0.00000,0.06064,0.0000,1.6439,0.3032,0.00000,81.290
6/22/2000,0.023493845,3.69,0.00000,0.09936,0.0000,2.1806,0.4968,0.0000,78.225,0.016930096,46.8,0.00000,0.22060,0.0003,7.900,1.1030,0.000,67.757,0.022808319,32.5,0.00000,0.13832,0.0000,4.811,0.6916,0.0000,76.914,111,72.1,0.022333471,20.6,0.00000,0.11924,0.0000,2.6437,0.5962,0.0000,76.314,0.027923487,2.559,0.00000,0.03488,0.00000,1.1000,0.1744,0,83.967,0.026828917,4.53,0.00000,0.05655,0.0000,1.6204,0.2828,0.00000,82.618
6/23/2000,0.022470186,3.64,0.00000,0.09353,0.0000,2.1494,0.4677,0.0000,76.797,0.016098972,46.3,0.00000,0.21131,0.0002,7.818,1.0565,0.000,66.210,0.0218377,32.2,0.00000,0.13093,0.0000,4.762,0.6546,0.0000,75.517,109,67.3,0.021381421,20.3,0.00000,0.11293,0.0000,2.6058,0.5647,0.0000,74.918,0.026625006,2.522,0.00000,0.03242,0.00000,1.0842,0.1621,0,82.406,0.025675872,4.47,0.00000,0.05274,0.0000,1.5972,0.2637,0.00000,81.187
6/24/2000,0.021388423,3.59,0.00000,0.08829,0.0000,2.1187,0.4414,0.0000,75.245,0.015613509,45.8,0.00000,0.20279,0.0001,7.737,1.0139,0.000,65.314,0.020772539,31.9,0.00000,0.12424,0.0000,4.712,0.6212,0.0000,73.997,108,57.6,0.020304086,20.0,0.00000,0.10723,0.0000,2.5686,0.5362,0.0000,73.339,0.0250064,2.486,0.00000,0.03024,0.00000,1.0687,0.1512,0,80.365,0.024161417,4.40,0.00000,0.04936,0.0000,1.5743,0.2468,0.00000,79.224
6/25/2000,0.02076076,3.54,0.00000,0.08353,0.0000,2.0884,0.4176,0.0000,74.312,0.015259696,45.3,0.00000,0.19481,0.0001,7.657,0.9741,0.000,64.640,0.020135539,31.5,0.00000,0.11813,0.0000,4.664,0.5906,0.0000,73.039,107,66.4,0.019685039,19.7,0.00000,0.10203,0.0000,2.5318,0.5102,0.0000,72.390,0.024405386,2.451,0.00000,0.02830,0.00000,1.0534,0.1415,0,79.583,0.023455761,4.34,0.00000,0.04634,0.0000,1.5518,0.2317,0.00000,78.274
6/26/2000,0.021087553,3.49,0.00000,0.07907,0.0000,2.0585,0.3953,0.0000,74.794,0.015256286,44.8,0.00000,0.18725,0.0001,7.578,0.9363,0.000,64.615,0.020557618,31.2,0.00000,0.11238,0.0000,4.615,0.5619,0.0000,73.630,106,66.1,0.020022964,19.4,0.00000,0.09713,0.0000,2.4956,0.4857,0.0000,72.876,0.025628062,2.415,0.00000,0.02647,0.00000,1.0384,0.1324,0,81.181,0.024329234,4.28,0.00000,0.04349,0.0000,1.5296,0.2175,0.00000,79.451
6/27/2000,0.022349946,3.44,0.00000,0.07470,0.0000,2.0290,0.3735,0.0000,76.647,0.016012179,44.4,0.00000,0.17983,0.0000,7.499,0.8992,0.000,66.087,0.021770691,30.9,0.00000,0.10674,0.0000,4.568,0.5337,0.0000,75.429,104,58.5,0.021233654,19.2,0.00000,0.09233,0.0000,2.4599,0.4616,0.0000,74.706,0.027712161,2.381,0.00000,0.02465,0.00000,1.0235,0.1232,0,83.755,0.026054928,4.22,0.00000,0.04070,0.0000,1.5077,0.2035,0.00000,81.684
6/28/2000,0.023203632,3.39,0.00000,0.07038,0.0000,2.0000,0.3519,0.0000,77.866,0.016669083,43.9,0.00000,0.17239,0.0000,7.422,0.8619,0.000,67.342,0.022524124,30.6,0.00000,0.10116,0.0000,4.520,0.5058,0.0000,76.550,103,65.5,0.022049956,18.9,0.00000,0.08756,0.0000,2.4247,0.4378,0.0000,75.926,0.028865092,2.347,0.00000,0.02285,0.00000,1.0089,0.1143,0,85.116,0.027026739,4.16,0.00000,0.03794,0.0000,1.4862,0.1897,0.00000,82.899
6/29/2000,0.022922007,3.34,0.00000,0.06625,0.0000,1.9714,0.3313,0.0000,77.493,0.016595688,43.4,0.00000,0.16513,0.0000,7.345,0.8256,0.000,67.232,0.022312438,30.2,0.00000,0.09579,0.0000,4.473,0.4790,0.0000,76.285,102,63.2,0.021781489,18.6,0.00000,0.08297,0.0000,2.3900,0.4149,0.0000,75.569,0.028415978,2.313,0.00000,0.02116,0.00000,0.9944,0.1058,0,84.613,0.026615031,4.10,0.00000,0.03535,0.0000,1.4649,0.1767,0.00000,82.413
6/30/2000,0.021531411,3.29,0.00000,0.06250,0.0000,1.9432,0.3125,0.0000,75.531,0.015982402,43.0,0.00000,0.15830,0.0000,7.269,0.7915,0.000,66.112,0.020908466,29.9,0.00000,0.09088,0.0000,4.427,0.4544,0.0000,74.294,101,55.5,0.020539919,18.4,0.00000,0.07876,0.0000,2.3558,0.3938,0.0000,73.799,0.025977127,2.280,0.00000,0.01968,0.00000,0.9802,0.0984,0,81.681,0.024491128,4.04,0.00000,0.03303,0.0000,1.4439,0.1652,0.00000,79.734
7/1/2000,0.019462915,3.25,0.00000,0.05923,0.0000,1.9154,0.2961,0.0000,72.363,0.014735933,42.6,0.00000,0.15212,0.0000,7.194,0.7606,0.000,63.672,0.018926147,29.6,0.00000,0.08656,0.0000,4.381,0.4328,0.0000,71.203,100,47.5,0.018667629,18.1,0.00000,0.07503,0.0000,2.3221,0.3751,0.0000,70.852,0.023341337,2.248,0.00000,0.01842,0.00000,0.9662,0.0921,0,78.232,0.022008492,3.98,0.00000,0.03106,0.0000,1.4233,0.1553,0.00000,76.318
7/2/2000,0.017354829,3.20,0.00000,0.05644,0.0000,1.8880,0.2822,0.0000,68.806,0.013195531,42.1,0.00000,0.14671,0.0000,7.119,0.7336,0.000,60.399,0.016929161,29.3,0.00000,0.08285,0.0000,4.336,0.4142,0.0000,67.759,99,56.4,0.016599966,17.8,0.00000,0.07182,0.0000,2.2889,0.3591,0.0000,67.248,0.021377342,2.215,0.00000,0.01735,0.00000,0.9523,0.0867,0,75.435,0.019921524,3.92,0.00000,0.02939,0.0000,1.4029,0.1469,0.00000,73.164
7/3/2000,0.015521816,3.15,0.00000,0.05406,0.0000,1.8610,0.2703,0.0000,65.390,0.011618158,41.7,0.00000,0.14207,0.0000,7.046,0.7104,0.000,56.654,0.015199685,29.0,0.00000,0.07968,0.0000,4.291,0.3984,0.0000,64.441,97,47.6,0.014713158,17.6,0.00000,0.06910,0.0000,2.2561,0.3455,0.0000,63.571,0.01949724,2.184,0.00000,0.01643,0.00000,0.9387,0.0821,0,72.540,0.018047638,3.87,0.00000,0.02795,0.0000,1.3828,0.1398,0.00000,70.083
7/4/2000,0.014724103,3.11,0.00000,0.05197,0.0000,1.8343,0.2599,0.0000,63.814,0.011019369,41.2,0.00000,0.13798,0.0000,6.973,0.6899,0.000,55.126,0.014443921,28.7,0.00000,0.07688,0.0000,4.247,0.3844,0.0000,62.917,96,51.7,0.013997736,17.3,0.00000,0.06670,0.0000,2.2238,0.3335,0.0000,62.094,0.01826657,2.152,0.00000,0.01562,0.00000,0.9253,0.0781,0,70.529,0.017034397,3.81,0.00000,0.02669,0.0000,1.3631,0.1335,0.00000,68.324
7/5/2000,0.014748503,3.06,0.00000,0.05001,0.0000,1.8081,0.2501,0.0000,63.899,0.011166406,40.8,0.00000,0.13408,0.0000,6.900,0.6704,0.000,55.543,0.014425557,28.4,0.00000,0.07425,0.0000,4.203,0.3713,0.0000,62.932,95,56.7,0.014156824,17.1,0.00000,0.06443,0.0000,2.1920,0.3222,0.0000,62.478,0.018124523,2.122,0.00000,0.01488,0.00000,0.9120,0.0744,0,70.318,0.016976394,3.76,0.00000,0.02553,0.0000,1.3436,0.1276,0.00000,68.251
7/6/2000,0.015097649,3.02,0.00000,0.04811,0.0000,1.7822,0.2405,0.0000,64.635,0.011445411,40.4,0.00000,0.13023,0.0000,6.829,0.6511,0.000,56.292,0.014781673,28.1,0.00000,0.07168,0.0000,4.159,0.3584,0.0000,63.702,94,67.3,0.014464095,16.8,0.00000,0.06221,0.0000,2.1607,0.3110,0.0000,63.157,0.018461972,2.091,0.00000,0.01417,0.00000,0.8990,0.0709,0,70.921,0.017338423,3.70,0.00000,0.02440,0.0000,1.3243,0.1220,0.00000,68.931
7/7/2000,0.015721913,2.98,0.00000,0.04621,0.0000,1.7567,0.2311,0.0000,65.908,0.012030621,40.0,0.00000,0.12634,0.0000,6.758,0.6317,0.000,57.792,0.015365037,27.8,0.00000,0.06912,0.0000,4.116,0.3456,0.0000,64.936,93,67.1,0.015010285,16.6,0.00000,0.05999,0.0000,2.1297,0.2999,0.0000,64.346,0.018756492,2.061,0.00000,0.01349,0.00000,0.8861,0.0674,0,71.445,0.017798878,3.65,0.00000,0.02330,0.0000,1.3054,0.1165,0.00000,69.780
7/8/2000,0.016019797,2.93,0.00000,0.04433,0.0000,1.7316,0.2217,0.0000,66.525,0.012367446,39.6,0.00000,0.12242,0.0000,6.688,0.6121,0.000,58.647,0.01556873,27.5,0.00000,0.06657,0.0000,4.074,0.3329,0.0000,65.398,92,73.6,0.015316017,16.4,0.00000,0.05777,0.0000,2.0993,0.2889,0.0000,65.018,0.018820811,2.032,0.00000,0.01283,0.00000,0.8735,0.0641,0,71.584,0.017935155,3.60,0.00000,0.02223,0.0000,1.2867,0.1112,0.00000,70.056
7/9/2000,0.01664649,2.89,0.00000,0.04248,0.0000,1.7068,0.2124,0.0000,67.734,0.012857644,39.2,0.00000,0.11849,0.0000,6.619,0.5925,0.000,59.833,0.016182125,27.3,0.00000,0.06405,0.0000,4.031,0.3203,0.0000,66.616,91,78.7,0.015920442,16.1,0.00000,0.05558,0.0000,2.0692,0.2779,0.0000,66.226,0.019715339,2.003,0.00000,0.01218,0.00000,0.8610,0.0609,0,73.073,0.018701244,3.55,0.00000,0.02118,0.0000,1.2683,0.1059,0.00000,71.389
7/10/2000,0.017697299,2.85,0.00000,0.04062,0.0000,1.6824,0.2031,0.0000,69.639,0.013465795,38.7,0.00000,0.11453,0.0000,6.551,0.5726,0.000,61.224,0.017333243,27.0,0.00000,0.06151,0.0000,3.990,0.3075,0.0000,68.715,90,68.7,0.016872462,15.9,0.00000,0.05337,0.0000,2.0396,0.2668,0.0000,67.999,0.021441622,1.974,0.00000,0.01153,0.00000,0.8486,0.0577,0,75.762,0.020196766,3.50,0.00000,0.02013,0.0000,1.2501,0.1006,0.00000,73.828
7/11/2000,0.019050557,2.81,0.00000,0.03871,0.0000,1.6583,0.1936,0.0000,71.987,0.014510554,38.3,0.00000,0.11047,0.0000,6.483,0.5523,0.000,63.505,0.018551528,26.7,0.00000,0.05890,0.0000,3.948,0.2945,0.0000,70.898,89,87.7,0.018214965,15.7,0.00000,0.05111,0.0000,2.0105,0.2556,0.0000,70.412,0.022589624,1.946,0.00000,0.01088,0.00000,0.8365,0.0544,0,77.470,0.021395208,3.45,0.00000,0.01905,0.0000,1.2323,0.0953,0.00000,75.709
7/12/2000,0.020263908,2.77,0.00000,0.03677,0.0000,1.6346,0.1839,0.0000,73.988,0.015607178,38.0,0.00000,0.10626,0.0000,6.416,0.5313,0.000,65.762,0.019585809,26.4,0.00000,0.05623,0.0000,3.907,0.2811,0.0000,72.688,88,77.8,0.019417191,15.4,0.00000,0.04879,0.0000,1.9817,0.2439,0.0000,72.480,0.022955742,1.918,0.00000,0.01023,0.00000,0.8245,0.0512,0,78.031,0.022176517,3.40,0.00000,0.01799,0.0000,1.2146,0.0899,0.00000,76.910
7/13/2000,0.020409353,2.73,0.00000,0.03486,0.0000,1.6112,0.1743,0.0000,74.265,0.015875379,37.6,0.00000,0.10202,0.0000,6.349,0.5101,0.000,66.328,0.019682955,26.1,0.00000,0.05359,0.0000,3.867,0.2679,0.0000,72.912,87,82.6,0.019480038,15.2,0.00000,0.04649,0.0000,1.9533,0.2324,0.0000,72.657,0.022526594,1.891,0.00000,0.00963,0.00000,0.8127,0.0481,0,77.466,0.022002514,3.35,0.00000,0.01696,0.0000,1.1973,0.0848,0.00000,76.702
7/14/2000,0.020455021,2.69,0.00000,0.03303,0.0000,1.5882,0.1652,0.0000,74.380,0.016056934,37.2,0.00000,0.09789,0.0000,6.284,0.4894,0.000,66.727,0.019750483,25.9,0.00000,0.05105,0.0000,3.827,0.2553,0.0000,73.075,86,82.1,0.019521892,15.0,0.00000,0.04428,0.0000,1.9254,0.2214,0.0000,72.782,0.022792233,1.864,0.00000,0.00906,0.00000,0.8011,0.0453,0,77.884,0.022077817,3.30,0.00000,0.01599,0.0000,1.1801,0.0800,0.00000,76.852
7/15/2000,0.020645039,2.65,0.00000,0.03130,0.0000,1.5654,0.1565,0.0000,74.692,0.016030192,36.8,0.00000,0.09391,0.0000,6.218,0.4695,0.000,66.702,0.020083774,25.6,0.00000,0.04863,0.0000,3.787,0.2431,0.0000,73.585,85,88.6,0.019775756,14.8,0.00000,0.04217,0.0000,1.8978,0.2108,0.0000,73.178,0.024100564,1.837,0.00000,0.00851,0.00000,0.7896,0.0426,0,79.727,0.022954019,3.25,0.00000,0.01506,0.0000,1.1632,0.0753,0.00000,78.131
7/16/2000,0.019543432,2.61,0.00000,0.02969,0.0000,1.5430,0.1485,0.0000,72.995,0.014958317,36.4,0.00000,0.09022,0.0000,6.154,0.4511,0.000,64.622,0.01899627,25.3,0.00000,0.04638,0.0000,3.748,0.2319,0.0000,71.844,84,72.1,0.018684603,14.6,0.00000,0.04021,0.0000,1.8707,0.2011,0.0000,71.417,0.023097578,1.811,0.00000,0.00799,0.00000,0.7783,0.0400,0,78.398,0.021920148,3.21,0.00000,0.01420,0.0000,1.1466,0.0710,0.00000,76.692
