Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
4616,21-May-07,24:00:00,176.97967,0.08045,0.019576,0.019576,0,0,0.675584,0.094777,0.017992,0.017992,0,0,0.605714,0.094775,0.003507,0.003507,0,0,0.601455,0.094774,0.004818,0.004818,0,0,0.515278,0.094775,0.006012,0.006012,0,0,0.560707,0.094775,0.026614,0.026614,0,0,0.631463,0.080449,0.014642,0.014642,0,0,0.659723,0.080451,0.03234,0.03234,0,0,0.680277,0.103439,1.587715,1.587715,0,0,0.523287,0.103439,1.795449,1.795449,0,0,0.572467,0.094775,0.010515,0.010515,0,0,0.525407,0.094774,0.005075,0.005075,0,0,0.510717,0.10344,2.263526,2.263526,0,0,0.617002
4617,22-May-07,24:00:00,176.106084,0.082259,0.017362,0.017362,0,0,0.663805,0.09577,0.015957,0.015957,0,0,0.589668,0.095769,0.00311,0.00311,0,0,0.585409,0.095767,0.004273,0.004273,0,0,0.499231,0.095769,0.005332,0.005332,0,0,0.544661,0.095769,0.023605,0.023605,0,0,0.617709,0.082259,0.012986,0.012986,0,0,0.647945,0.082261,0.028683,0.028683,0,0,0.668498,0.105765,1.495254,1.495254,0,0,0.508143,0.105766,1.69089,1.69089,0,0,0.557323,0.095768,0.009326,0.009326,0,0,0.509361,0.095768,0.004501,0.004501,0,0,0.49467,0.105767,2.131709,2.131709,0,0,0.601858
4618,23-May-07,24:00:00,175.574817,0.083297,0.015399,0.015399,0,0,0.651971,0.105137,0.014153,0.014153,0,0,0.572209,0.10513,0.002759,0.002759,0,0,0.567951,0.105124,0.00379,0.00379,0,0,0.481774,0.105133,0.004729,0.004729,0,0,0.527202,0.105132,0.020936,0.020936,0,0,0.602744,0.083291,0.011518,0.011518,0,0,0.636112,0.0833,0.02544,0.02544,0,0,0.656664,0.107104,1.408177,1.408177,0,0,0.492927,0.107106,1.59242,1.59242,0,0,0.542107,0.105129,0.008272,0.008272,0,0,0.491903,0.105125,0.003992,0.003992,0,0,0.477213,0.107109,2.007568,2.007568,0,0,0.586641
4619,24-May-07,24:00:00,175.206611,0.0858,0.013658,0.013658,0,0,0.639925,0.080475,0.012553,0.012553,0,0,0.557187,0.080474,0.002447,0.002447,0,0,0.552929,0.080472,0.003361,0.003361,0,0,0.466753,0.080474,0.004195,0.004195,0,0,0.512181,0.080474,0.018568,0.018568,0,0,0.589869,0.085799,0.010215,0.010215,0,0,0.624066,0.085802,0.022563,0.022563,0,0,0.644617,0.110318,1.326171,1.326171,0,0,0.477438,0.110319,1.499685,1.499685,0,0,0.526617,0.080473,0.007336,0.007336,0,0,0.476882,0.080473,0.003541,0.003541,0,0,0.462192,0.11032,1.890656,1.890656,0,0,0.571151
4620,25-May-07,24:00:00,175.286342,0.089064,0.012113,0.012113,0,0,0.627537,0.063529,0.011133,0.011133,0,0,0.545249,0.063518,0.00217,0.00217,0,0,0.540992,0.063516,0.002981,0.002981,0,0,0.454817,0.063527,0.00372,0.00372,0,0,0.500243,0.063528,0.016469,0.016469,0,0,0.579636,0.089063,0.00906,0.00906,0,0,0.611678,0.089065,0.020011,0.020011,0,0,0.632229,0.114514,1.248941,1.248941,0,0,0.46151,0.114515,1.41235,1.41235,0,0,0.510689,0.063517,0.006507,0.006507,0,0,0.464945,0.063517,0.003141,0.003141,0,0,0.450255,0.114516,1.780553,1.780553,0,0,0.555223
4621,26-May-07,24:00:00,176.268936,0.084404,0.010744,0.010744,0,0,0.615,0.05597,0.009874,0.009874,0,0,0.535383,0.055956,0.001925,0.001925,0,0,0.531129,0.055944,0.002644,0.002644,0,0,0.444955,0.055956,0.0033,0.0033,0,0,0.490379,0.055959,0.014606,0.014606,0,0,0.571181,0.084403,0.008036,0.008036,0,0,0.599141,0.084405,0.017749,0.017749,0,0,0.619692,0.108522,1.176208,1.176208,0,0,0.445391,0.108523,1.330101,1.330101,0,0,0.49457,0.055956,0.005771,0.005771,0,0,0.455082,0.055947,0.002785,0.002785,0,0,0.440393,0.108524,1.676861,1.676861,0,0,0.539104
4622,27-May-07,24:00:00,176.821576,0.08185,0.009529,0.009529,0,0,0.603177,0.056005,0.008758,0.008758,0,0,0.526146,0.055999,0.001707,0.001707,0,0,0.521893,0.055986,0.002345,0.002345,0,0,0.435721,0.055998,0.002926,0.002926,0,0,0.481143,0.056004,0.012955,0.012955,0,0,0.563264,0.081773,0.007127,0.007127,0,0,0.587321,0.081798,0.015742,0.015742,0,0,0.60787,0.105156,1.107711,1.107711,0,0,0.430192,0.105153,1.252642,1.252642,0,0,0.479371,0.05599,0.005118,0.005118,0,0,0.445847,0.05599,0.00247,0.00247,0,0,0.431158,0.105141,1.579208,1.579208,0,0,0.523906
4623,28-May-07,24:00:00,177.459173,0.088522,0.008451,0.008451,0,0,0.591102,0.073274,0.007767,0.007767,0,0,0.515079,0.073271,0.001514,0.001514,0,0,0.510827,0.073268,0.00208,0.00208,0,0,0.424656,0.073271,0.002595,0.002595,0,0,0.470078,0.073271,0.01149,0.01149,0,0,0.553779,0.088495,0.006321,0.006321,0,0,0.575257,0.088505,0.013961,0.013961,0,0,0.595803,0.113788,1.043203,1.043203,0,0,0.414679,0.113787,1.179694,1.179694,0,0,0.463859,0.073271,0.00454,0.00454,0,0,0.434782,0.073269,0.002191,0.002191,0,0,0.420094,0.113783,1.487242,1.487242,0,0,0.508395
4624,29-May-07,24:00:00,176.994739,0.083093,0.007496,0.007496,0,0,0.578868,0.05212,0.006889,0.006889,0,0,0.504785,0.052107,0.001343,0.001343,0,0,0.500534,0.052095,0.001845,0.001845,0,0,0.414365,0.052107,0.002302,0.002302,0,0,0.459784,0.052335,0.01019,0.01019,0,0,0.544948,0.083003,0.005606,0.005606,0,0,0.563027,0.083031,0.012383,0.012383,0,0,0.583571,0.10674,0.982452,0.982452,0,0,0.398952,0.106736,1.110994,1.110994,0,0,0.448133,0.052314,0.004026,0.004026,0,0,0.42448,0.052324,0.001943,0.001943,0,0,0.409792,0.106724,1.400632,1.400632,0,0,0.492669
4625,30-May-07,24:00:00,175.59084,0.062608,0.006648,0.006648,0,0,0.568284,0.046319,0.00611,0.00611,0,0,0.496616,0.046294,0.001191,0.001191,0,0,0.492368,0.046296,0.001636,0.001636,0,0,0.4062,0.046294,0.002042,0.002042,0,0,0.451619,0.046413,0.009038,0.009038,0,0,0.537915,0.062498,0.004972,0.004972,0,0,0.552458,0.06254,0.010982,0.010982,0,0,0.572997,0.0804,0.925238,0.925238,0,0,0.385359,0.080395,1.046294,1.046294,0,0,0.43454,0.046392,0.003571,0.003571,0,0,0.416279,0.046404,0.001724,0.001724,0,0,0.401588,0.08039,1.319066,1.319066,0,0,0.479078
4626,31-May-07,24:00:00,176.518806,0.065708,0.005896,0.005896,0,0,0.559412,0.051844,0.005419,0.005419,0,0,0.488467,0.05182,0.001056,0.001056,0,0,0.484223,0.051828,0.001451,0.001451,0,0,0.398054,0.051829,0.001811,0.001811,0,0,0.443473,0.05187,0.008016,0.008016,0,0,0.530923,0.065612,0.00441,0.00441,0,0,0.543601,0.065659,0.009741,0.009741,0,0,0.564134,0.084404,0.871356,0.871356,0,0,0.373965,0.084412,0.985363,0.985363,0,0,0.423145,0.051844,0.003167,0.003167,0,0,0.408126,0.051859,0.001529,0.001529,0,0,0.393433,0.084399,1.242249,1.242249,0,0,0.467684
4627,1-Jun-07,24:00:00,180.277814,0.084541,0.005229,0.005229,0,0,0.548517,0.048813,0.004806,0.004806,0,0,0.480113,0.048793,0.000937,0.000937,0,0,0.475874,0.048794,0.001287,0.001287,0,0,0.389704,0.048795,0.001606,0.001606,0,0,0.435122,0.048829,0.00711,0.00711,0,0,0.52376,0.084445,0.003911,0.003911,0,0,0.53272,0.084472,0.008639,0.008639,0,0,0.553247,0.108591,0.820612,0.820612,0,0,0.35997,0.108588,0.92798,0.92798,0,0,0.409151,0.048815,0.002809,0.002809,0,0,0.399772,0.048819,0.001356,0.001356,0,0,0.385078,0.108575,1.169906,1.169906,0,0,0.453692
4628,2-Jun-07,24:00:00,198.12342,0.084964,0.004638,0.004638,0,0,0.536461,0.054371,0.004263,0.004263,0,0,0.471547,0.05435,0.000831,0.000831,0,0,0.467311,0.054351,0.001142,0.001142,0,0,0.381141,0.054361,0.001424,0.001424,0,0,0.426558,0.054387,0.006306,0.006306,0,0,0.516416,0.08489,0.003469,0.003469,0,0,0.520676,0.084913,0.007662,0.007662,0,0,0.5412,0.109162,0.772824,0.772824,0,0,0.344483,0.109161,0.873939,0.873939,0,0,0.393664,0.054373,0.002491,0.002491,0,0,0.391206,0.054377,0.001202,0.001202,0,0,0.376511,0.109152,1.101776,1.101776,0,0,0.438206
4629,3-Jun-07,24:00:00,193.887359,0.084647,0.004114,0.004114,0,0,0.524202,0.062054,0.003781,0.003781,0,0,0.461708,0.062034,0.000737,0.000737,0,0,0.457475,0.062035,0.001012,0.001012,0,0,0.371305,0.062037,0.001263,0.001263,0,0,0.416722,0.06207,0.005593,0.005593,0,0,0.50798,0.084565,0.003077,0.003077,0,0,0.508429,0.084588,0.006796,0.006796,0,0,0.528949,0.108742,0.727818,0.727818,0,0,0.328734,0.10874,0.823044,0.823044,0,0,0.377915,0.062048,0.00221,0.00221,0,0,0.381367,0.062059,0.001066,0.001066,0,0,0.366671,0.108729,1.037614,1.037614,0,0,0.422459
4630,4-Jun-07,24:00:00,174.792879,0.060365,0.003648,0.003648,0,0,0.513643,0.065374,0.003353,0.003353,0,0,0.450947,0.065353,0.000654,0.000654,0,0,0.446717,0.065364,0.000898,0.000898,0,0,0.360546,0.065355,0.00112,0.00112,0,0,0.405963,0.06541,0.00496,0.00496,0,0,0.498752,0.060282,0.002729,0.002729,0,0,0.497883,0.060312,0.006027,0.006027,0,0,0.5184,0.077532,0.685433,0.685433,0,0,0.315172,0.077529,0.775114,0.775114,0,0,0.364353,0.065388,0.00196,0.00196,0,0,0.370605,0.065404,0.000946,0.000946,0,0,0.355906,0.077517,0.977188,0.977188,0,0,0.408899
4631,5-Jun-07,24:00:00,172.2973,0.076257,0.003236,0.003236,0,0,0.503938,0.080267,0.002974,0.002974,0,0,0.439142,0.080248,0.00058,0.00058,0,0,0.434915,0.080268,0.000796,0.000796,0,0,0.348741,0.080242,0.000994,0.000994,0,0,0.394162,0.080317,0.004399,0.004399,0,0,0.488627,0.07616,0.00242,0.00242,0,0,0.488189,0.076179,0.005346,0.005346,0,0,0.508703,0.09793,0.645517,0.645517,0,0,0.302706,0.097917,0.729975,0.729975,0,0,0.351889,0.080289,0.001738,0.001738,0,0,0.358797,0.08032,0.000839,0.000839,0,0,0.344094,0.097906,0.920281,0.920281,0,0,0.396436
4632,6-Jun-07,24:00:00,167.805071,0.059216,0.00287,0.00287,0,0,0.494397,0.079372,0.002638,0.002638,0,0,0.425703,0.07935,0.000514,0.000514,0,0,0.42148,0.079374,0.000706,0.000706,0,0,0.335302,0.079354,0.000881,0.000881,0,0,0.380727,0.079429,0.003902,0.003902,0,0,0.4771,0.059088,0.002147,0.002147,0,0,0.478667,0.059137,0.004741,0.004741,0,0,0.499174,0.076018,0.607925,0.607925,0,0,0.290458,0.076017,0.687464,0.687464,0,0,0.339641,0.079401,0.001542,0.001542,0,0,0.345354,0.079429,0.000744,0.000744,0,0,0.330646,0.076003,0.866688,0.866688,0,0,0.38419
4633,7-Jun-07,24:00:00,164.453178,0.080187,0.002545,0.002545,0,0,0.484512,0.082308,0.002339,0.002339,0,0,0.412028,0.082298,0.000456,0.000456,0,0,0.407807,0.082321,0.000626,0.000626,0,0,0.321625,0.082303,0.000782,0.000782,0,0,0.367053,0.082354,0.003461,0.003461,0,0,0.465371,0.0801,0.001904,0.001904,0,0,0.468795,0.080125,0.004205,0.004205,0,0,0.489298,0.103004,0.572522,0.572522,0,0,0.277762,0.103002,0.647429,0.647429,0,0,0.326945,0.082339,0.001367,0.001367,0,0,0.331673,0.082358,0.00066,0.00066,0,0,0.316962,0.102991,0.816216,0.816216,0,0,0.371496
4634,8-Jun-07,24:00:00,162.862098,0.084862,0.002258,0.002258,0,0,0.472793,0.078689,0.002075,0.002075,0,0,0.398746,0.078677,0.000404,0.000404,0,0,0.394527,0.078697,0.000556,0.000556,0,0,0.308342,0.078682,0.000693,0.000693,0,0,0.353772,0.078731,0.003069,0.003069,0,0,0.453981,0.08476,0.001689,0.001689,0,0,0.457089,0.08479,0.00373,0.00373,0,0,0.477588,0.108999,0.539181,0.539181,0,0,0.262708,0.108996,0.609726,0.609726,0,0,0.311892,0.078714,0.001213,0.001213,0,0,0.318387,0.078733,0.000585,0.000585,0,0,0.303673,0.108983,0.768683,0.768683,0,0,0.356445
4635,9-Jun-07,24:00:00,164.338908,0.088544,0.002002,0.002002,0,0,0.460357,0.08015,0.00184,0.00184,0,0,0.385493,0.080133,0.000359,0.000359,0,0,0.381277,0.080159,0.000493,0.000493,0,0,0.295088,0.080138,0.000615,0.000615,0,0,0.340521,0.080207,0.002722,0.002722,0,0,0.442615,0.088448,0.001498,0.001498,0,0,0.444667,0.088477,0.003308,0.003308,0,0,0.465162,0.11374,0.507781,0.507781,0,0,0.246734,0.113738,0.574218,0.574218,0,0,0.295919,0.080182,0.001076,0.001076,0,0,0.30513,0.080209,0.000519,0.000519,0,0,0.290412,0.113726,0.723918,0.723918,0,0,0.340473
4636,10-Jun-07,24:00:00,171.220258,0.083373,0.001776,0.001776,0,0,0.448209,0.093333,0.001632,0.001632,0,0,0.371493,0.093313,0.000318,0.000318,0,0,0.36728,0.093333,0.000437,0.000437,0,0,0.281087,0.093318,0.000545,0.000545,0,0,0.326523,0.093383,0.002414,0.002414,0,0,0.430607,0.083284,0.001328,0.001328,0,0,0.432532,0.083311,0.002934,0.002934,0,0,0.453023,0.107101,0.47821,0.47821,0,0,0.231128,0.1071,0.540779,0.540779,0,0,0.280313,0.093357,0.000954,0.000954,0,0,0.291125,0.093381,0.00046,0.00046,0,0,0.276403,0.107089,0.681761,0.681761,0,0,0.324869
4637,11-Jun-07,24:00:00,180.8964,0.08782,0.001575,0.001575,0,0,0.435951,0.087099,0.001448,0.001448,0,0,0.355988,0.087084,0.000282,0.000282,0,0,0.351778,0.087108,0.000388,0.000388,0,0,0.265581,0.087089,0.000484,0.000484,0,0,0.311021,0.08715,0.002141,0.002141,0,0,0.41731,0.087726,0.001178,0.001178,0,0,0.420287,0.087754,0.002602,0.002602,0,0,0.440775,0.112812,0.450362,0.450362,0,0,0.215383,0.112809,0.509286,0.509286,0,0,0.264567,0.087128,0.000846,0.000846,0,0,0.275616,0.087151,0.000408,0.000408,0,0,0.260889,0.112798,0.642058,0.642058,0,0,0.309125
4638,12-Jun-07,24:00:00,191.033592,0.095494,0.001397,0.001397,0,0,0.422942,0.091558,0.001284,0.001284,0,0,0.341188,0.091544,0.00025,0.00025,0,0,0.336981,0.091566,0.000344,0.000344,0,0,0.25078,0.091549,0.000429,0.000429,0,0,0.296222,0.091604,0.001899,0.001899,0,0,0.404617,0.095377,0.001045,0.001045,0,0,0.407294,0.095411,0.002308,0.002308,0,0,0.427777,0.122654,0.424135,0.424135,0,0,0.198674,0.12265,0.479627,0.479627,0,0,0.247859,0.091584,0.00075,0.00075,0,0,0.260811,0.091606,0.000362,0.000362,0,0,0.246081,0.122636,0.604667,0.604667,0,0,0.292418
4639,13-Jun-07,24:00:00,209.2756,0.099538,0.001239,0.001239,0,0,0.408956,0.10257,0.001139,0.001139,0,0,0.32502,0.102554,0.000222,0.000222,0,0,0.320814,0.102579,0.000305,0.000305,0,0,0.23461,0.102559,0.000381,0.000381,0,0,0.280055,0.102622,0.001684,0.001684,0,0,0.390751,0.099432,0.000927,0.000927,0,0,0.393324,0.099464,0.002047,0.002047,0,0,0.413801,0.127866,0.399435,0.399435,0,0,0.180708,0.127863,0.451696,0.451696,0,0,0.229894,0.102599,0.000666,0.000666,0,0,0.244638,0.102623,0.000321,0.000321,0,0,0.229904,0.127851,0.569454,0.569454,0,0,0.274455
4640,14-Jun-07,24:00:00,222.702577,0.097844,0.001099,0.001099,0,0,0.394849,0.105069,0.00101,0.00101,0,0,0.307405,0.105052,0.000197,0.000197,0,0,0.303202,0.105079,0.00027,0.00027,0,0,0.216993,0.105058,0.000337,0.000337,0,0,0.262442,0.105126,0.001494,0.001494,0,0,0.375644,0.097722,0.000822,0.000822,0,0,0.379232,0.097758,0.001815,0.001815,0,0,0.399705,0.125671,0.376174,0.376174,0,0,0.162587,0.125667,0.425391,0.425391,0,0,0.211773,0.105101,0.00059,0.00059,0,0,0.227017,0.105128,0.000285,0.000285,0,0,0.212279,0.125653,0.536292,0.536292,0,0,0.256336
4641,15-Jun-07,24:00:00,223.894892,0.096657,0.000975,0.000975,0,0,0.380869,0.100927,0.000896,0.000896,0,0,0.29014,0.100909,0.000175,0.000175,0,0,0.28594,0.100938,0.00024,0.00024,0,0,0.199727,0.100915,0.000299,0.000299,0,0,0.24518,0.10099,0.001325,0.001325,0,0,0.360837,0.096543,0.000729,0.000729,0,0,0.36527,0.096577,0.00161,0.00161,0,0,0.385738,0.124153,0.354267,0.354267,0,0,0.144631,0.12415,0.400619,0.400619,0,0,0.193818,0.100962,0.000524,0.000524,0,0,0.209747,0.100991,0.000253,0.000253,0,0,0.195004,0.124137,0.505061,0.505061,0,0,0.238383
4642,16-Jun-07,24:00:00,234.795528,0.090731,0.000864,0.000864,0,0,0.367544,0.064431,0.000794,0.000794,0,0,0.276872,0.064408,0.000155,0.000155,0,0,0.272676,0.064409,0.000213,0.000213,0,0,0.18646,0.06442,0.000265,0.000265,0,0,0.231913,0.064449,0.001175,0.001175,0,0,0.34946,0.090622,0.000647,0.000647,0,0,0.35196,0.090655,0.001428,0.001428,0,0,0.372424,0.116539,0.333636,0.333636,0,0,0.127515,0.116536,0.377288,0.377288,0,0,0.176702,0.064433,0.000464,0.000464,0,0,0.196476,0.064437,0.000224,0.000224,0,0,0.181731,0.116523,0.475648,0.475648,0,0,0.221269
4643,17-Jun-07,24:00:00,250.843425,0.090917,0.000767,0.000767,0,0,0.354488,0.088541,0.000705,0.000705,0,0,0.264021,0.088529,0.000137,0.000137,0,0,0.259828,0.088547,0.000189,0.000189,0,0,0.17361,0.088534,0.000235,0.000235,0,0,0.219064,0.088579,0.001042,0.001042,0,0,0.33844,0.090812,0.000573,0.000573,0,0,0.33892,0.090844,0.001267,0.001267,0,0,0.359379,0.116783,0.314207,0.314207,0,0,0.110745,0.11678,0.355317,0.355317,0,0,0.159933,0.088562,0.000412,0.000412,0,0,0.183623,0.08858,0.000199,0.000199,0,0,0.168876,0.116768,0.447949,0.447949,0,0,0.204501
4644,18-Jun-07,24:00:00,258.460694,0.095326,0.00068,0.00068,0,0,0.341191,0.088837,0.000625,0.000625,0,0,0.249135,0.088826,0.000122,0.000122,0,0,0.244943,0.088842,0.000167,0.000167,0,0,0.158723,0.08883,0.000209,0.000209,0,0,0.204179,0.088871,0.000924,0.000924,0,0,0.325675,0.09523,0.000509,0.000509,0,0,0.325638,0.09526,0.001123,0.001123,0,0,0.346092,0.122462,0.295909,0.295909,0,0,0.093665,0.122459,0.334625,0.334625,0,0,0.142853,0.088856,0.000365,0.000365,0,0,0.168733,0.088871,0.000176,0.000176,0,0,0.153983,0.122448,0.421862,0.421862,0,0,0.187423
4645,19-Jun-07,24:00:00,261.231896,0.091751,0.000603,0.000603,0,0,0.327923,0.05272,0.000554,0.000554,0,0,0.237414,0.052697,0.000108,0.000108,0,0,0.233226,0.052696,0.000148,0.000148,0,0,0.147005,0.052698,0.000185,0.000185,0,0,0.192461,0.052737,0.00082,0.00082,0,0,0.315626,0.091627,0.000451,0.000451,0,0,0.312386,0.091664,0.000996,0.000996,0,0,0.332836,0.117834,0.278676,0.278676,0,0,0.076624,0.117831,0.315138,0.315138,0,0,0.125812,0.05272,0.000324,0.000324,0,0,0.157012,0.052725,0.000156,0.000156,0,0,0.14226,0.117816,0.397295,0.397295,0,0,0.170384
4646,20-Jun-07,24:00:00,261.484193,0.074943,0.000535,0.000535,0,0,0.31615,0.057737,0.000492,0.000492,0,0,0.228301,0.057714,0.000096,0.000096,0,0,0.224116,0.057719,0.000132,0.000132,0,0,0.137894,0.057717,0.000164,0.000164,0,0,0.183351,0.057764,0.000727,0.000727,0,0,0.307811,0.074842,0.0004,0.0004,0,0,0.300628,0.074885,0.000884,0.000884,0,0,0.321071,0.09628,0.262447,0.262447,0,0,0.061499,0.096277,0.296785,0.296785,0,0,0.110688,0.057738,0.000287,0.000287,0,0,0.147898,0.057755,0.000139,0.000139,0,0,0.133144,0.096279,0.374158,0.374158,0,0,0.15526
4647,21-Jun-07,24:00:00,259.712301,0.094601,0.000474,0.000474,0,0,0.303948,0.089431,0.000436,0.000436,0,0,0.216201,0.089414,0.000085,0.000085,0,0,0.212019,0.089438,0.000117,0.000117,0,0,0.125795,0.08942,0.000146,0.000146,0,0,0.171253,0.089483,0.000645,0.000645,0,0,0.297435,0.094494,0.000355,0.000355,0,0,0.28844,0.094526,0.000784,0.000784,0,0,0.308879,0.121516,0.247164,0.247164,0,0,0.045825,0.121514,0.279502,0.279502,0,0,0.095014,0.08946,0.000255,0.000255,0,0,0.135796,0.089484,0.000123,0.000123,0,0,0.12104,0.121501,0.352369,0.352369,0,0,0.139587
4648,22-Jun-07,24:00:00,258.468867,0.090494,0.000421,0.000421,0,0,0.290647,0.091244,0.000387,0.000387,0,0,0.201006,0.091226,0.000075,0.000075,0,0,0.196828,0.091254,0.000104,0.000104,0,0,0.110599,0.091232,0.000129,0.000129,0,0,0.156061,0.091306,0.000572,0.000572,0,0,0.284403,0.090394,0.000315,0.000315,0,0,0.275154,0.090424,0.000695,0.000695,0,0,0.295588,0.116245,0.23277,0.23277,0,0,0.028739,0.116242,0.263225,0.263225,0,0,0.077928,0.091279,0.000226,0.000226,0,0,0.120596,0.091308,0.000109,0.000109,0,0,0.105835,0.116231,0.331848,0.331848,0,0,0.122504
4649,23-Jun-07,24:00:00,257.889291,0.094867,0.000373,0.000373,0,0,0.277619,0.101844,0.000343,0.000343,0,0,0.185304,0.101826,0.000067,0.000067,0,0,0.181129,0.101853,0.000092,0.000092,0,0,0.094896,0.101833,0.000115,0.000115,0,0,0.140361,0.101904,0.000507,0.000507,0,0,0.270935,0.09476,0.000279,0.000279,0,0,0.262141,0.094793,0.000616,0.000616,0,0,0.282571,0.12186,0.219214,0.219214,0,0,0.012004,0.121857,0.247896,0.247896,0,0,0.061194,0.101878,0.0002,0.0002,0,0,0.104888,0.101906,0.000097,0.000097,0,0,0.090122,0.121845,0.312523,0.312523,0,0,0.105772
4650,24-Jun-07,24:00:00,258.660938,0.086903,0.000331,0.000331,0,0,0.264347,0.096752,0.000304,0.000304,0,0,0.168576,0.096738,0.000059,0.000059,0,0,0.164403,0.096759,0.000081,0.000081,0,0,0.078166,0.096743,0.000102,0.000102,0,0,0.123634,0.096798,0.00045,0.00045,0,0,0.256588,0.086807,0.000248,0.000248,0,0,0.248885,0.086836,0.000547,0.000547,0,0,0.269309,0.111631,0.206448,0.206448,0,0,0.000821,0.111628,0.23346,0.23346,0,0,0.044147,0.096779,0.000178,0.000178,0,0,0.088154,0.096799,0.000086,0.000086,0,0,0.073384,0.111617,0.294323,0.294323,0,0,0.088726
4651,25-Jun-07,24:00:00,262.14086,0.091086,0.000294,0.000294,0,0,0.251702,0.094189,0.00027,0.00027,0,0,0.152406,0.094173,0.000053,0.000053,0,0,0.148236,0.094197,0.000072,0.000072,0,0,0.061995,0.094179,0.00009,0.00009,0,0,0.107466,0.094241,0.000399,0.000399,0,0,0.242722,0.09098,0.00022,0.00022,0,0,0.236254,0.091012,0.000485,0.000485,0,0,0.256674,0.116999,0.194426,0.194426,0,0,0,0.116997,0.219864,0.219864,0,0,0.027905,0.094219,0.000158,0.000158,0,0,0.07198,0.094242,0.000076,0.000076,0,0,0.057207,0.116984,0.277183,0.277183,0,0,0.072485
4652,26-Jun-07,24:00:00,266.15773,0.09712,0.00026,0.00026,0,0,0.238353,0.085084,0.000239,0.000239,0,0,0.137333,0.085071,0.000047,0.000047,0,0,0.133165,0.08509,0.000064,0.000064,0,0,0.04692,0.085076,0.00008,0.00008,0,0,0.092394,0.085125,0.000354,0.000354,0,0,0.229795,0.097025,0.000195,0.000195,0,0,0.222919,0.097054,0.00043,0.00043,0,0,0.243336,0.124769,0.183103,0.183103,0,0,0,0.124766,0.20706,0.20706,0,0,0.010757,0.085107,0.00014,0.00014,0,0,0.056902,0.085126,0.000068,0.000068,0,0,0.042125,0.124756,0.261041,0.261041,0,0,0.05534
4653,27-Jun-07,24:00:00,267.744852,0.097193,0.000231,0.000231,0,0,0.224491,0.086538,0.000212,0.000212,0,0,0.123171,0.086524,0.000041,0.000041,0,0,0.119005,0.086545,0.000057,0.000057,0,0,0.032757,0.086529,0.000071,0.000071,0,0,0.078233,0.086585,0.000314,0.000314,0,0,0.21765,0.097102,0.000173,0.000173,0,0,0.20907,0.09713,0.000381,0.000381,0,0,0.229483,0.124867,0.17244,0.17244,0,0,0,0.124864,0.195002,0.195002,0,0,0.0004,0.086565,0.000124,0.000124,0,0,0.042736,0.086586,0.00006,0.00006,0,0,0.027956,0.124853,0.245839,0.245839,0,0,0.037533
4654,28-Jun-07,24:00:00,271.604959,0.082986,0.000205,0.000205,0,0,0.2114,0.080032,0.000188,0.000188,0,0,0.109096,0.080019,0.000037,0.000037,0,0,0.104933,0.080037,0.00005,0.00005,0,0,0.018681,0.080023,0.000063,0.000063,0,0,0.06416,0.08007,0.000278,0.000278,0,0,0.205579,0.082889,0.000153,0.000153,0,0,0.195993,0.082919,0.000338,0.000338,0,0,0.216401,0.106595,0.162398,0.162398,0,0,0,0.106592,0.183646,0.183646,0,0,0,0.080053,0.00011,0.00011,0,0,0.028657,0.080071,0.000053,0.000053,0,0,0.013873,0.106581,0.231523,0.231523,0,0,0.020717
4655,29-Jun-07,24:00:00,285.868929,0.077147,0.000182,0.000182,0,0,0.200036,0.075616,0.000167,0.000167,0,0,0.096241,0.075596,0.000033,0.000033,0,0,0.092081,0.075604,0.000045,0.000045,0,0,0.006005,0.075599,0.000056,0.000056,0,0,0.051308,0.075644,0.000247,0.000247,0,0,0.194557,0.077015,0.000136,0.000136,0,0,0.184645,0.07707,0.0003,0.0003,0,0,0.205047,0.099076,0.152941,0.152941,0,0,0,0.099075,0.172951,0.172951,0,0,0,0.075626,0.000098,0.000098,0,0,0.0158,0.075637,0.000047,0.000047,0,0,0.003041,0.099062,0.21804,0.21804,0,0,0.006441
4656,30-Jun-07,24:00:00,313.516684,0.086959,0.000161,0.000161,0,0,0.188363,0.083534,0.000148,0.000148,0,0,0.082976,0.083523,0.000029,0.000029,0,0,0.078818,0.083538,0.00004,0.00004,0,0,0,0.083527,0.000049,0.000049,0,0,0.038044,0.083568,0.000219,0.000219,0,0,0.183181,0.086862,0.00012,0.00012,0,0,0.172989,0.086891,0.000266,0.000266,0,0,0.193385,0.111702,0.144034,0.144034,0,0,0,0.111699,0.162879,0.162879,0,0,0,0.083553,0.000087,0.000087,0,0,0.004116,0.083569,0.000042,0.000042,0,0,0,0.111688,0.205342,0.205342,0,0,0
