Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
2002,23-Mar-00,24:00:00,1180.57375,0.001834,43.115651,43.115651,0.0,0.0,0.91762,0.001515,60.21289,60.21289,0.0,0.0,0.903931,0.001515,20.142402,20.142402,0.0,0.0,0.896939,0.001521,28.934787,28.934787,0.0,0.0,0.896926,0.001515,22.562283,22.562283,0.0,0.0,0.903934,0.001521,76.564468,76.564468,0.0,0.0,0.911942,0.001829,35.701343,35.701343,0.0,0.0,0.918183,0.00183,81.372384,81.372384,0.0,0.0,0.923674,0.002352,100.231741,100.231741,0.0,0.0,0.897849,0.002351,107.108903,107.108903,0.0,0.0,0.897885,0.001521,49.200586,49.200586,0.0,0.0,0.896927,0.001522,25.19819,25.19819,0.0,0.0,0.896916,0.002349,124.886869,124.886869,0.0,0.0,0.896097
2003,24-Mar-00,24:00:00,1121.709167,0.00187,38.240142,38.240142,0.0,0.0,0.911301,0.001421,53.403834,53.403834,0.0,0.0,0.897994,0.001421,17.864463,17.864463,0.0,0.0,0.891002,0.001424,25.6628,25.6628,0.0,0.0,0.890964,0.001421,20.010944,20.010944,0.0,0.0,0.897999,0.001424,67.906575,67.906575,0.0,0.0,0.906831,0.001866,31.664243,31.664243,0.0,0.0,0.911878,0.001855,72.1708,72.1708,0.0,0.0,0.917376,0.002385,94.394696,94.394696,0.0,0.0,0.889755,0.002384,100.871363,100.871363,0.0,0.0,0.889793,0.001424,43.636939,43.636939,0.0,0.0,0.890964,0.001425,22.348779,22.348779,0.0,0.0,0.890951,0.002384,117.61402,117.61402,0.0,0.0,0.88801
2004,25-Mar-00,24:00:00,1037.203638,0.002089,33.915955,33.915955,0.0,0.0,0.904536,0.001682,47.364882,47.364882,0.0,0.0,0.891814,0.001682,15.844275,15.844275,0.0,0.0,0.884822,0.001683,22.760843,22.760843,0.0,0.0,0.884778,0.001682,17.748111,17.748111,0.0,0.0,0.89182,0.001683,60.227714,60.227714,0.0,0.0,0.901528,0.002085,28.083657,28.083657,0.0,0.0,0.905126,0.00208,64.009739,64.009739,0.0,0.0,0.910665,0.002673,88.897574,88.897574,0.0,0.0,0.881128,0.002673,94.997069,94.997069,0.0,0.0,0.881167,0.001683,38.702468,38.702468,0.0,0.0,0.884778,0.001683,19.821583,19.821583,0.0,0.0,0.884762,0.002672,110.76471,110.76471,0.0,0.0,0.879385
2005,26-Mar-00,24:00:00,937.128723,0.001608,30.080746,30.080746,0.0,0.0,0.898191,0.001744,42.008855,42.008855,0.0,0.0,0.885202,0.001745,14.052582,14.052582,0.0,0.0,0.878209,0.001745,20.187048,20.187048,0.0,0.0,0.878163,0.001744,15.741158,15.741158,0.0,0.0,0.885209,0.001746,53.417177,53.417177,0.0,0.0,0.895857,0.001604,24.907963,24.907963,0.0,0.0,0.898798,0.001605,56.771531,56.771531,0.0,0.0,0.90434,0.002062,83.72058,83.72058,0.0,0.0,0.872999,0.002061,89.464867,89.464867,0.0,0.0,0.87304,0.001746,34.325997,34.325997,0.0,0.0,0.878162,0.001747,17.580163,17.580163,0.0,0.0,0.878144,0.00206,104.314272,104.314272,0.0,0.0,0.871262
2006,27-Mar-00,24:00:00,867.932107,0.00173,26.679222,26.679222,0.0,0.0,0.892336,0.001644,37.258498,37.258498,0.0,0.0,0.878095,0.001645,12.463511,12.463511,0.0,0.0,0.871102,0.001645,17.9043,17.9043,0.0,0.0,0.871052,0.001644,13.961151,13.961151,0.0,0.0,0.878104,0.001646,47.376774,47.376774,0.0,0.0,0.88976,0.001725,22.091376,22.091376,0.0,0.0,0.892961,0.001727,50.351818,50.351818,0.0,0.0,0.898499,0.002218,78.84507,78.84507,0.0,0.0,0.865494,0.002218,84.254837,84.254837,0.0,0.0,0.865538,0.001646,30.44442,30.44442,0.0,0.0,0.87105,0.001647,15.592201,15.592201,0.0,0.0,0.871026,0.002216,98.239479,98.239479,0.0,0.0,0.863765
2007,28-Mar-00,24:00:00,817.830762,0.002112,23.662341,23.662341,0.0,0.0,0.885895,0.002141,33.045314,33.045314,0.0,0.0,0.870618,0.002141,11.054138,11.054138,0.0,0.0,0.863623,0.002142,15.879685,15.879685,0.0,0.0,0.86357,0.002141,12.382427,12.382427,0.0,0.0,0.870628,0.002143,42.019418,42.019418,0.0,0.0,0.883346,0.002106,19.593288,19.593288,0.0,0.0,0.886535,0.002108,44.658045,44.658045,0.0,0.0,0.89207,0.002708,74.253489,74.253489,0.0,0.0,0.857234,0.002707,79.348214,79.348214,0.0,0.0,0.85728,0.002142,27.001771,27.001771,0.0,0.0,0.863568,0.002143,13.829039,13.829039,0.0,0.0,0.86354,0.002705,92.518454,92.518454,0.0,0.0,0.855511
2008,29-Mar-00,24:00:00,780.4622,0.002427,20.986609,20.986609,0.0,0.0,0.878094,0.002878,29.308556,29.308556,0.0,0.0,0.861136,0.002879,9.804137,9.804137,0.0,0.0,0.85414,0.00288,14.084014,14.084014,0.0,0.0,0.854083,0.002878,10.982225,10.982225,0.0,0.0,0.861146,0.002881,37.267872,37.267872,0.0,0.0,0.875213,0.002423,17.377683,17.377683,0.0,0.0,0.878751,0.002423,39.608123,39.608123,0.0,0.0,0.884283,0.003114,69.9293,69.9293,0.0,0.0,0.847227,0.003114,74.727332,74.727332,0.0,0.0,0.847276,0.00288,23.948416,23.948416,0.0,0.0,0.85408,0.002882,12.265254,12.265254,0.0,0.0,0.854049,0.003112,87.130596,87.130596,0.0,0.0,0.845513
2009,30-Mar-00,24:00:00,755.957767,0.002403,18.613448,18.613448,0.0,0.0,0.86984,0.003683,25.994351,25.994351,0.0,0.0,0.846683,0.003684,8.695487,8.695487,0.0,0.0,0.839684,0.003686,12.491397,12.491397,0.0,0.0,0.83962,0.003683,9.740357,9.740357,0.0,0.0,0.846693,0.003686,33.053629,33.053629,0.0,0.0,0.862814,0.002399,15.412618,15.412618,0.0,0.0,0.870511,0.0024,35.129245,35.129245,0.0,0.0,0.876041,0.003084,65.856932,65.856932,0.0,0.0,0.836636,0.003084,70.375549,70.375549,0.0,0.0,0.836687,0.003686,21.240335,21.240335,0.0,0.0,0.839616,0.003688,10.878302,10.878302,0.0,0.0,0.839576,0.003082,82.056502,82.056502,0.0,0.0,0.834928
2010,31-Mar-00,24:00:00,734.180122,0.0025,16.508643,16.508643,0.0,0.0,0.861341,0.003086,23.054915,23.054915,0.0,0.0,0.834422,0.003086,7.712203,7.712203,0.0,0.0,0.827421,0.003088,11.078872,11.078872,0.0,0.0,0.827351,0.003086,8.63892,8.63892,0.0,0.0,0.834433,0.003089,29.315932,29.315932,0.0,0.0,0.852296,0.002491,13.669763,13.669763,0.0,0.0,0.862034,0.002493,31.156838,31.156838,0.0,0.0,0.86756,0.003204,62.021721,62.021721,0.0,0.0,0.825737,0.003202,66.277194,66.277194,0.0,0.0,0.825792,0.003089,18.838482,18.838482,0.0,0.0,0.827346,0.00309,9.648186,9.648186,0.0,0.0,0.8273,0.0032,77.277901,77.277901,0.0,0.0,0.824039
2011,01-Apr-00,24:00:00,697.594674,0.002778,14.641849,14.641849,0.0,0.0,0.852251,0.002717,20.44787,20.44787,0.0,0.0,0.822458,0.002718,6.840109,6.840109,0.0,0.0,0.815455,0.002719,9.826076,9.826076,0.0,0.0,0.815379,0.002717,7.662033,7.662033,0.0,0.0,0.82247,0.002719,26.000892,26.000892,0.0,0.0,0.842032,0.002771,12.123989,12.123989,0.0,0.0,0.852968,0.002772,27.633629,27.633629,0.0,0.0,0.858489,0.003562,58.409856,58.409856,0.0,0.0,0.814083,0.003561,62.417508,62.417508,0.0,0.0,0.814142,0.002719,16.708231,16.708231,0.0,0.0,0.815372,0.00272,8.557171,8.557171,0.0,0.0,0.815319,0.003559,72.777584,72.777584,0.0,0.0,0.812396
2012,02-Apr-00,24:00:00,639.201888,0.003115,12.986152,12.986152,0.0,0.0,0.842538,0.002295,18.13563,18.13563,0.0,0.0,0.812109,0.002295,6.066631,6.066631,0.0,0.0,0.805105,0.002296,8.714945,8.714945,0.0,0.0,0.805025,0.002295,6.795612,6.795612,0.0,0.0,0.812121,0.002296,23.060717,23.060717,0.0,0.0,0.833156,0.00311,10.753011,10.753011,0.0,0.0,0.843274,0.003111,24.508824,24.508824,0.0,0.0,0.848792,0.003998,55.008329,55.008329,0.0,0.0,0.801621,0.003997,58.782594,58.782594,0.0,0.0,0.801683,0.002296,14.818868,14.818868,0.0,0.0,0.805018,0.002297,7.589528,7.589528,0.0,0.0,0.80496,0.003996,68.539346,68.539346,0.0,0.0,0.799943
2013,03-Apr-00,24:00:00,593.564196,0.00208,11.517681,11.517681,0.0,0.0,0.833379,0.001409,16.084856,16.084856,0.0,0.0,0.804913,0.001409,5.380618,5.380618,0.0,0.0,0.797908,0.001409,7.729461,7.729461,0.0,0.0,0.797826,0.001409,6.027165,6.027165,0.0,0.0,0.804925,0.00141,20.453016,20.453016,0.0,0.0,0.826984,0.002077,9.537063,9.537063,0.0,0.0,0.83413,0.002078,21.737372,21.737372,0.0,0.0,0.839645,0.00267,51.804891,51.804891,0.0,0.0,0.789864,0.00267,55.35936,55.35936,0.0,0.0,0.789928,0.001409,13.143153,13.143153,0.0,0.0,0.797818,0.00141,6.731306,6.731306,0.0,0.0,0.797758,0.002669,64.547923,64.547923,0.0,0.0,0.788191
2014,04-Apr-00,24:00:00,569.341057,0.002342,10.215264,10.215264,0.0,0.0,0.825793,0.00131,14.265984,14.265984,0.0,0.0,0.799477,0.001309,4.772179,4.772179,0.0,0.0,0.792473,0.00131,6.855415,6.855415,0.0,0.0,0.79239,0.001309,5.345615,5.345615,0.0,0.0,0.799491,0.00131,18.140193,18.140193,0.0,0.0,0.822323,0.002337,8.458614,8.458614,0.0,0.0,0.826556,0.002338,19.279314,19.279314,0.0,0.0,0.832069,0.003005,48.788008,48.788008,0.0,0.0,0.780127,0.003005,52.135481,52.135481,0.0,0.0,0.780193,0.00131,11.656928,11.656928,0.0,0.0,0.792381,0.00131,5.970131,5.970131,0.0,0.0,0.792318,0.003004,60.788942,60.788942,0.0,0.0,0.778459
2015,05-Apr-00,24:00:00,547.916892,0.002451,9.060124,9.060124,0.0,0.0,0.817583,0.001755,12.65279,12.65279,0.0,0.0,0.793348,0.001755,4.232542,4.232542,0.0,0.0,0.786344,0.001755,6.080206,6.080206,0.0,0.0,0.78626,0.001754,4.741134,4.741134,0.0,0.0,0.793364,0.001755,16.088904,16.088904,0.0,0.0,0.817068,0.002447,7.502116,7.502116,0.0,0.0,0.818361,0.002448,17.099214,17.099214,0.0,0.0,0.82387,0.003146,45.946814,45.946814,0.0,0.0,0.76959,0.003145,49.099345,49.099345,0.0,0.0,0.769658,0.001755,10.338765,10.338765,0.0,0.0,0.786251,0.001756,5.29503,5.29503,0.0,0.0,0.786186,0.003144,57.248868,57.248868,0.0,0.0,0.767928
2016,06-Apr-00,24:00:00,527.660116,0.002739,8.035607,8.035607,0.0,0.0,0.808735,0.001855,11.222015,11.222015,0.0,0.0,0.786237,0.001855,3.753927,3.753927,0.0,0.0,0.779234,0.001855,5.392658,5.392658,0.0,0.0,0.779149,0.001854,4.205007,4.205007,0.0,0.0,0.786255,0.001856,14.269574,14.269574,0.0,0.0,0.810971,0.002736,6.653778,6.653778,0.0,0.0,0.809525,0.002736,15.165638,15.165638,0.0,0.0,0.815032,0.003517,43.271078,43.271078,0.0,0.0,0.75823,0.003516,46.24002,46.24002,0.0,0.0,0.758299,0.001855,9.16966,9.16966,0.0,0.0,0.779139,0.001856,4.696269,4.696269,0.0,0.0,0.779073,0.003515,53.914952,53.914952,0.0,0.0,0.756573
2017,07-Apr-00,24:00:00,508.709066,0.001795,7.126942,7.126942,0.0,0.0,0.800844,0.00143,9.953032,9.953032,0.0,0.0,0.779591,0.00143,3.329434,3.329434,0.0,0.0,0.772588,0.00143,4.782857,4.782857,0.0,0.0,0.772502,0.00143,3.729506,3.729506,0.0,0.0,0.77961,0.001431,12.655974,12.655974,0.0,0.0,0.805271,0.001791,5.90137,5.90137,0.0,0.0,0.801648,0.001792,13.450711,13.450711,0.0,0.0,0.807152,0.002303,40.751166,40.751166,0.0,0.0,0.748102,0.002303,43.54721,43.54721,0.0,0.0,0.748173,0.001431,8.132757,8.132757,0.0,0.0,0.772491,0.001432,4.165216,4.165216,0.0,0.0,0.772422,0.002302,50.775188,50.775188,0.0,0.0,0.74645
2018,08-Apr-00,24:00:00,491.368404,0.002098,6.321029,6.321029,0.0,0.0,0.794216,0.002189,8.827545,8.827545,0.0,0.0,0.772255,0.002189,2.952942,2.952942,0.0,0.0,0.765252,0.00219,4.242013,4.242013,0.0,0.0,0.765164,0.002189,3.307774,3.307774,0.0,0.0,0.772276,0.002191,11.224839,11.224839,0.0,0.0,0.79898,0.002092,5.234045,5.234045,0.0,0.0,0.795039,0.002094,11.929708,11.929708,0.0,0.0,0.800537,0.00269,38.378002,38.378002,0.0,0.0,0.739602,0.002689,41.011216,41.011216,0.0,0.0,0.739676,0.00219,7.213106,7.213106,0.0,0.0,0.765152,0.002191,3.694214,3.694214,0.0,0.0,0.765079,0.002688,47.81827,47.81827,0.0,0.0,0.737958
2019,09-Apr-00,24:00:00,476.011967,0.00259,5.606249,5.606249,0.0,0.0,0.786217,0.002439,7.829329,7.829329,0.0,0.0,0.763016,0.002439,2.619024,2.619024,0.0,0.0,0.756012,0.00244,3.762327,3.762327,0.0,0.0,0.755921,0.002439,2.933732,2.933732,0.0,0.0,0.763037,0.00244,9.955537,9.955537,0.0,0.0,0.791056,0.002586,4.64218,4.64218,0.0,0.0,0.787056,0.002587,10.580699,10.580699,0.0,0.0,0.79255,0.003325,36.14304,36.14304,0.0,0.0,0.729337,0.003325,38.622908,38.622908,0.0,0.0,0.729413,0.00244,6.39745,6.39745,0.0,0.0,0.755908,0.002441,3.276473,3.276473,0.0,0.0,0.755832,0.003324,45.033549,45.033549,0.0,0.0,0.727699
2020,10-Apr-00,24:00:00,462.510025,0.001974,4.972295,4.972295,0.0,0.0,0.778402,0.001901,6.94399,6.94399,0.0,0.0,0.754505,0.0019,2.322865,2.322865,0.0,0.0,0.747502,0.001901,3.336884,3.336884,0.0,0.0,0.747408,0.0019,2.601986,2.601986,0.0,0.0,0.754529,0.001902,8.829767,8.829767,0.0,0.0,0.783758,0.00197,4.117243,4.117243,0.0,0.0,0.779254,0.001971,9.384236,9.384236,0.0,0.0,0.784745,0.002533,34.038232,34.038232,0.0,0.0,0.719305,0.002533,36.373684,36.373684,0.0,0.0,0.719383,0.001901,5.674028,5.674028,0.0,0.0,0.747395,0.001902,2.90597,2.90597,0.0,0.0,0.747317,0.002532,42.410998,42.410998,0.0,0.0,0.717672
2021,11-Apr-00,24:00:00,450.864951,0.001413,5.106619,4.410029,0.013103,0.0,0.783015,0.001629,6.27429,6.158765,0.012896,0.0,0.754186,0.001629,2.222774,2.060196,0.007716,0.0,0.743968,0.001629,3.188868,2.95955,0.00348,0.0,0.741392,0.001629,2.817326,2.307754,0.00943,0.0,0.75216,0.00163,8.928854,7.831299,0.009213,0.0,0.783181,0.001409,5.594119,3.651666,0.009464,0.0,0.778954,0.00141,8.324189,8.323068,0.001377,0.0,0.779306,0.001812,32.055998,32.055998,0.0,0.0,0.711785,0.001812,34.255444,34.255444,0.0,0.0,0.711555,0.001629,5.23599,5.03241,0.004556,0.0,0.741949,0.00163,2.577364,2.577364,0.0,0.0,0.740201,0.001811,39.941173,39.941173,0.0,0.0,0.709847
2022,12-Apr-00,24:00:00,581.192609,0.001624,8.55641,3.911344,0.014966,0.0,0.860388,0.001549,10.178082,5.462333,0.009011,0.0,0.827648,0.001549,12.795131,1.827229,0.006105,0.0,0.791271,0.00155,48.093906,2.624884,0.005163,0.0,0.770706,0.001549,18.357297,2.046794,0.007892,0.0,0.810671,0.00155,15.484502,6.945737,0.010584,0.0,0.838789,0.00162,18.857229,3.238737,0.010184,0.0,0.834702,0.001621,8.380632,7.381898,0.00631,0.0,0.802328,0.002083,30.64665,30.189202,0.003766,0.0,0.72124,0.002083,32.260561,32.260561,0.0,0.0,0.708315,0.00155,28.264161,4.463346,0.005847,0.0,0.777527,0.001551,52.040666,2.285916,0.004952,0.0,0.755835,0.002082,37.615179,37.615179,0.0,0.0,0.703314
2023,13-Apr-00,24:00:00,509.496972,0.00169,4.225405,3.46905,0.0,0.0,0.867245,0.00138,6.586178,4.844654,0.0,0.0,0.832183,0.00138,6.031665,1.620607,0.0,0.0,0.792836,0.00138,18.616609,2.328063,0.0,0.0,0.772027,0.00138,5.938932,1.815343,0.0,0.0,0.813867,0.001381,6.901242,6.160315,0.0,0.0,0.843542,0.001686,4.297946,2.872501,0.0,0.0,0.839243,0.001688,6.900833,6.547154,0.00036,0.0,0.804694,0.002169,28.497666,28.431118,0.0,0.0,0.722131,0.002169,30.381852,30.381852,0.0,0.0,0.706554,0.001381,12.19809,3.958632,0.0,0.0,0.779051,0.001381,18.737752,2.027425,0.0,0.0,0.757164,0.002168,35.42464,35.42464,0.0,0.0,0.69605
2024,14-Apr-00,24:00:00,436.917751,0.001537,3.460143,3.076771,0.002461,0.0,0.871627,0.000975,4.742016,4.296821,0.0,0.0,0.832183,0.000975,2.700781,1.437349,0.0,0.0,0.792836,0.000975,6.032917,2.064806,0.0,0.0,0.772027,0.000974,2.35215,1.610064,0.0,0.0,0.813867,0.000975,5.470722,5.463708,0.0,0.0,0.843542,0.001532,2.563716,2.547679,0.0,0.0,0.839243,0.001534,5.888761,5.806803,0.0,0.0,0.804951,0.001971,26.77777,26.775418,0.0,0.0,0.718646,0.00197,28.612549,28.612549,0.0,0.0,0.701236,0.000975,5.484752,3.510991,0.0,0.0,0.779051,0.000975,5.241738,1.798164,0.0,0.0,0.757164,0.001969,33.361669,33.361669,0.0,0.0,0.689085
2025,15-Apr-00,24:00:00,639.431009,0.000529,170.34203,102.318039,0.097702,0.061444,0.961907,0.000674,174.358164,47.155813,0.09731,0.055356,0.924178,0.000674,31.661805,8.450744,0.08791,0.036119,0.889934,0.000674,97.632743,3.098492,0.064814,0.007821,0.85177,0.000673,78.830418,14.035765,0.089637,0.043104,0.908935,0.000674,104.955227,80.168736,0.086508,0.040875,0.929253,0.000528,137.090197,47.232228,0.091385,0.044497,0.928214,0.000528,34.728513,30.404632,0.089879,0.03299,0.89594,0.000678,28.965066,25.216138,0.081631,0.0,0.806871,0.000678,78.649873,26.946283,0.070336,0.0,0.774219,0.000674,56.374125,9.036001,0.072181,0.016943,0.864483,0.000674,186.561416,1.594828,0.060046,0.0,0.832517,0.000678,65.712506,31.418835,0.057514,0.0,0.742573
2026,16-Apr-00,24:00:00,7149.91875,0.001814,1375.235,1184.925115,0.013598,0.013598,1.0,0.001688,1686.860833,568.063518,0.01546,0.01546,1.0,0.001688,292.667243,153.273395,0.017688,0.017688,1.0,0.001688,479.606377,111.106542,0.012608,0.012608,1.0,0.001687,585.572139,271.297521,0.016772,0.016772,1.0,0.001689,1837.880172,1809.296502,0.018138,0.018138,1.0,0.00181,1080.835776,911.131633,0.015912,0.015912,1.0,0.001811,755.917861,744.360716,0.016018,0.016018,1.0,0.002328,123.947261,115.56223,0.010323,0.00883,1.0,0.002328,133.750898,25.377053,0.010283,0.0,0.973242,0.001688,423.439379,248.54936,0.013373,0.013373,1.0,0.001689,755.822909,66.797024,0.016284,0.015621,1.0,0.002327,72.036973,29.589144,0.011547,0.0,0.920299
2027,17-Apr-00,24:00:00,8395.039167,0.001779,916.758127,897.726666,0.0,0.0,1.0,0.001821,1121.954179,817.379622,0.0,0.0,1.0,0.00182,298.763425,253.25004,0.0,0.0,1.0,0.001821,307.175926,201.143682,0.0,0.0,1.0,0.00182,403.315201,342.976439,0.0,0.0,1.0,0.001822,1012.952086,1011.433587,0.0,0.0,1.0,0.001775,517.727023,509.030524,0.0,0.0,1.0,0.001776,1049.090042,1046.45786,0.0,0.0,1.0,0.002283,114.643817,113.933886,0.0,0.0,0.999594,0.002283,30.399844,23.899208,0.0,0.0,0.97525,0.001822,464.310941,415.073727,0.0,0.0,1.0,0.001823,300.25612,127.214153,0.0,0.0,1.0,0.002282,27.866005,27.866005,0.0,0.0,0.922663
2028,18-Apr-00,24:00:00,4533.18875,0.001849,347.5413,346.784297,0.0,0.0,0.998285,0.002291,671.422837,593.562771,0.0,0.0,0.997888,0.002291,218.033561,204.997443,0.0,0.0,0.997257,0.002291,177.03022,151.199325,0.0,0.0,0.997254,0.00229,206.377398,195.631533,0.0,0.0,0.99789,0.002292,303.570146,303.568498,0.0,0.0,0.997642,0.001845,156.242173,156.23883,0.0,0.0,0.998305,0.001846,652.254747,651.726379,0.0,0.0,0.998304,0.002373,48.91457,48.905791,0.0,0.0,0.994808,0.002372,22.52047,22.507426,0.0,0.0,0.970466,0.002292,313.324564,301.529793,0.0,0.0,0.997252,0.002292,122.58114,86.997789,0.0,0.0,0.997247,0.002371,26.243215,26.243215,0.0,0.0,0.917885
2029,19-Apr-00,24:00:00,2727.603333,0.002433,167.448288,167.448288,0.0,0.0,0.991815,0.002607,366.662178,348.094121,0.0,0.0,0.989884,0.002607,133.514649,129.800002,0.0,0.0,0.988685,0.002607,92.96875,87.607132,0.0,0.0,0.988678,0.002606,97.155406,96.883478,0.0,0.0,0.989889,0.002608,174.98896,174.98896,0.0,0.0,0.990286,0.002427,88.983325,88.983325,0.0,0.0,0.991868,0.002429,337.849991,337.804417,0.0,0.0,0.991862,0.003122,31.508486,31.508486,0.0,0.0,0.985453,0.003121,21.196695,21.196695,0.0,0.0,0.961113,0.002608,174.351382,172.022954,0.0,0.0,0.988673,0.002609,50.209345,46.132487,0.0,0.0,0.988661,0.003119,24.714928,24.714928,0.0,0.0,0.908536
2030,20-Apr-00,24:00:00,2107.195,0.002841,119.910671,119.910671,0.0,0.0,0.982851,0.002677,202.848607,202.841782,0.0,0.0,0.979322,0.002677,78.38828,77.979887,0.0,0.0,0.978124,0.002678,50.053846,50.007826,0.0,0.0,0.978114,0.002677,55.681213,55.681213,0.0,0.0,0.979329,0.002679,145.483692,145.483692,0.0,0.0,0.981229,0.002838,73.458241,73.458241,0.0,0.0,0.982921,0.002839,191.08401,191.08401,0.0,0.0,0.98291,0.003649,27.491287,27.491287,0.0,0.0,0.973947,0.003648,19.962295,19.962295,0.0,0.0,0.94961,0.002679,98.103361,98.091838,0.0,0.0,0.978107,0.002679,25.595118,25.595118,0.0,0.0,0.978093,0.003648,23.275642,23.275642,0.0,0.0,0.897037
2031,21-Apr-00,24:00:00,1532.50875,0.001936,101.535222,101.535222,0.0,0.0,0.974767,0.001944,131.466896,131.466896,0.0,0.0,0.970187,0.001944,49.58771,49.58771,0.0,0.0,0.96899,0.001944,31.998777,31.998777,0.0,0.0,0.968977,0.001944,39.867224,39.867224,0.0,0.0,0.970196,0.001946,128.209701,128.209701,0.0,0.0,0.973393,0.001931,64.655786,64.655786,0.0,0.0,0.974851,0.001933,130.855689,130.855689,0.0,0.0,0.974835,0.002485,25.626814,25.626814,0.0,0.0,0.963568,0.002484,18.799781,18.799781,0.0,0.0,0.939232,0.001945,63.357903,63.357903,0.0,0.0,0.968968,0.001946,16.956065,16.956065,0.0,0.0,0.968949,0.002483,21.920173,21.920173,0.0,0.0,0.886662
2032,22-Apr-00,24:00:00,1094.179492,0.002368,89.327848,89.327848,0.0,0.0,0.967178,0.00271,97.233687,97.233687,0.0,0.0,0.960839,0.00271,35.079818,35.079818,0.0,0.0,0.959643,0.002711,23.6097,23.6097,0.0,0.0,0.959627,0.00271,32.712786,32.712786,0.0,0.0,0.96085,0.002712,113.649575,113.649575,0.0,0.0,0.965375,0.002363,57.304281,57.304281,0.0,0.0,0.967279,0.002364,103.961867,103.961867,0.0,0.0,0.967259,0.003038,24.106241,24.106241,0.0,0.0,0.953831,0.003038,17.704966,17.704966,0.0,0.0,0.929495,0.002712,47.270401,47.270401,0.0,0.0,0.959615,0.002712,13.167458,13.167458,0.0,0.0,0.959594,0.003037,20.643641,20.643641,0.0,0.0,0.876929
2033,23-Apr-00,24:00:00,913.255063,0.002863,79.124916,79.124916,0.0,0.0,0.958471,0.002699,79.113032,79.113032,0.0,0.0,0.949903,0.002699,27.409795,27.409795,0.0,0.0,0.948707,0.002699,19.252519,19.252519,0.0,0.0,0.948688,0.002698,28.333382,28.333382,0.0,0.0,0.949915,0.0027,100.793737,100.793737,0.0,0.0,0.955996,0.002859,50.821288,50.821288,0.0,0.0,0.958586,0.00286,88.709052,88.709052,0.0,0.0,0.958563,0.003676,22.699614,22.699614,0.0,0.0,0.942653,0.003675,16.673909,16.673909,0.0,0.0,0.918319,0.0027,38.833657,38.833657,0.0,0.0,0.948674,0.002701,11.11946,11.11946,0.0,0.0,0.948649,0.003674,19.441449,19.441449,0.0,0.0,0.865756
2034,24-Apr-00,24:00:00,828.989133,0.00217,70.163927,70.163927,0.0,0.0,0.94963,0.002515,67.690045,67.690045,0.0,0.0,0.939394,0.002515,22.858852,22.858852,0.0,0.0,0.938198,0.002516,16.512994,16.512994,0.0,0.0,0.938175,0.002515,24.96383,24.96383,0.0,0.0,0.939406,0.002517,89.395712,89.395712,0.0,0.0,0.946983,0.002165,45.07421,45.07421,0.0,0.0,0.949762,0.002167,77.721351,77.721351,0.0,0.0,0.949733,0.002785,21.377429,21.377429,0.0,0.0,0.931305,0.002785,15.702895,15.702895,0.0,0.0,0.906972,0.002516,33.431838,33.431838,0.0,0.0,0.938161,0.002517,9.704591,9.704591,0.0,0.0,0.938132,0.002784,18.309266,18.309266,0.0,0.0,0.854412
2035,25-Apr-00,24:00:00,765.15966,0.003141,62.228066,62.228066,0.0,0.0,0.940719,0.003104,59.209521,59.209521,0.0,0.0,0.928367,0.003105,19.729064,19.729064,0.0,0.0,0.927171,0.003105,14.466099,14.466099,0.0,0.0,0.927146,0.003104,22.102178,22.102178,0.0,0.0,0.928381,0.003106,79.286845,79.286845,0.0,0.0,0.937526,0.003137,39.977213,39.977213,0.0,0.0,0.940865,0.003138,68.681371,68.681371,0.0,0.0,0.940832,0.004033,20.13248,20.13248,0.0,0.0,0.919864,0.004033,14.788429,14.788429,0.0,0.0,0.895532,0.003106,29.334702,29.334702,0.0,0.0,0.927129,0.003107,8.564683,8.564683,0.0,0.0,0.927097,0.004032,17.243017,17.243017,0.0,0.0,0.842976
2036,26-Apr-00,24:00:00,710.675762,0.001364,55.191113,55.191113,0.0,0.0,0.932813,0.001852,52.2471,52.2471,0.0,0.0,0.91847,0.001852,17.300083,17.300083,0.0,0.0,0.917275,0.001852,12.774755,12.774755,0.0,0.0,0.917247,0.001852,19.594077,19.594077,0.0,0.0,0.918485,0.001854,70.321104,70.321104,0.0,0.0,0.929037,0.00136,35.456598,35.456598,0.0,0.0,0.932974,0.001362,60.850899,60.850899,0.0,0.0,0.932937,0.001751,18.960053,18.960053,0.0,0.0,0.909716,0.00175,13.927218,13.927218,0.0,0.0,0.885385,0.001853,25.921431,25.921431,0.0,0.0,0.917228,0.001854,7.585078,7.585078,0.0,0.0,0.917193,0.00175,16.238861,16.238861,0.0,0.0,0.832831
