Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
172,20-Mar-95,24:00:00,19100.883333,0.000575,1427.722083,1185.228333,0.01396,0.01396,1.0,0.000906,1254.967083,942.05215,0.016344,0.016344,1.0,0.000906,296.982168,277.183557,0.007093,0.007093,1.0,0.000906,505.475245,414.078208,0.005675,0.005675,1.0,0.000906,470.136772,418.264203,0.011744,0.011744,1.0,0.000907,2012.299167,1869.094167,0.01222,0.01222,1.0,0.000572,1059.405181,993.789997,0.012975,0.012975,1.0,0.000573,2110.918333,1797.90875,0.011516,0.011516,1.0,0.000736,1016.994013,777.997876,0.013026,0.013026,1.0,0.000735,1229.586803,975.590439,0.016508,0.016508,1.0,0.000906,856.823343,803.878886,0.006763,0.006763,1.0,0.000907,622.083887,421.902704,0.006428,0.006428,1.0,0.000735,990.793775,969.494716,0.013584,0.013584,1.0
173,21-Mar-95,24:00:00,15652.22875,0.000482,1576.897917,1453.727917,0.073171,0.073171,1.0,0.000518,1437.18125,1214.131667,0.062718,0.062718,1.0,0.000518,344.578818,319.233905,0.035407,0.035407,1.0,0.000519,582.32431,462.637872,0.026442,0.026442,1.0,0.000518,553.270625,499.773383,0.052929,0.052929,1.0,0.000519,2330.267083,2298.747083,0.062073,0.062073,1.0,0.00048,1207.141478,1157.426452,0.056659,0.056659,1.0,0.000481,2150.579583,2080.965417,0.055887,0.055887,1.0,0.000618,937.363256,877.57332,0.051771,0.051771,1.0,0.000618,1201.130462,1090.855772,0.053309,0.053309,1.0,0.000519,1034.27706,946.710843,0.04151,0.04151,1.0,0.000519,811.821617,474.997325,0.036429,0.036429,1.0,0.000617,1647.154697,1600.066543,0.045671,0.045671,1.0
174,22-Mar-95,24:00:00,18267.03375,0.000486,1779.864167,1756.967083,0.008877,0.008877,1.0,0.000771,1563.735833,1476.149583,0.01235,0.01235,1.0,0.000771,398.748246,372.017543,0.00789,0.00789,1.0,0.000772,662.034561,541.181337,0.004923,0.004923,1.0,0.000771,619.677717,587.67788,0.010526,0.010526,1.0,0.000772,2434.596667,2424.43875,0.01013,0.01013,1.0,0.000485,1185.017416,1165.656891,0.013246,0.013246,1.0,0.000485,2416.12375,2399.913333,0.015329,0.015329,1.0,0.000624,1105.50125,1094.878333,0.019279,0.019279,1.0,0.000624,1385.553333,1319.840833,0.022934,0.022934,1.0,0.000772,1184.41875,1113.707083,0.006848,0.006848,1.0,0.000772,813.62994,555.282729,0.005066,0.005066,1.0,0.000623,1489.001894,1455.125565,0.026836,0.026836,1.0
175,23-Mar-95,24:00:00,18505.169583,0.001523,1070.72351,1068.308136,0.0,0.0,1.0,0.001766,1316.397917,1294.815417,0.0,0.0,1.0,0.001766,353.929447,343.504345,0.0,0.0,1.0,0.001767,516.93796,476.928674,0.0,0.0,1.0,0.001765,470.184334,460.434799,0.0,0.0,1.0,0.001767,1317.70926,1316.258546,0.0,0.0,1.0,0.00152,707.204771,703.786463,0.0,0.0,1.0,0.00152,2006.5125,2004.64625,0.0,0.0,1.0,0.001954,757.897008,756.723259,0.0,0.0,1.0,0.001953,892.676071,880.375161,0.0,0.0,1.0,0.001767,974.841918,951.097766,0.0,0.0,1.0,0.001768,520.123059,448.500956,0.0,0.0,1.0,0.001952,624.65836,624.057504,0.0,0.0,1.0
176,24-Mar-95,24:00:00,14866.23375,0.001822,590.695253,590.63043,0.0,0.0,1.0,0.00195,920.962475,916.195138,0.0,0.0,1.0,0.00195,258.230739,255.346135,0.0,0.0,0.99981,0.001957,343.099611,333.591985,0.0,0.0,0.999801,0.001949,292.894355,291.338599,0.0,0.0,1.0,0.001957,746.442067,746.400363,0.0,0.0,1.0,0.001821,402.131208,402.015855,0.0,0.0,1.0,0.001822,1335.185833,1334.830417,0.0,0.0,1.0,0.002342,415.340866,415.294561,0.0,0.0,0.9996,0.002342,464.99767,464.618862,0.0,0.0,0.999601,0.001957,660.457829,654.893171,0.0,0.0,1.0,0.001958,307.182729,293.291962,0.0,0.0,0.999798,0.002342,472.311022,472.311022,0.0,0.0,0.999602
177,25-Mar-95,24:00:00,11455.6375,0.001793,414.974121,414.974121,0.0,0.0,0.998485,0.001937,617.828492,617.37117,0.0,0.0,0.996909,0.001938,178.02276,177.265913,0.0,0.0,0.995782,0.001941,226.952436,225.234401,0.0,0.0,0.99574,0.001937,191.915927,191.76712,0.0,0.0,0.99691,0.001941,585.611549,585.611549,0.0,0.0,0.997323,0.001791,310.662351,310.662351,0.0,0.0,0.998413,0.001786,884.171653,884.124754,0.0,0.0,0.998417,0.002296,313.513273,313.513273,0.0,0.0,0.995091,0.002295,365.390288,365.390288,0.0,0.0,0.995094,0.001941,440.777692,439.882909,0.0,0.0,0.99675,0.001942,197.656932,196.241271,0.0,0.0,0.99573,0.002295,444.580317,444.580317,0.0,0.0,0.995099
178,26-Mar-95,24:00:00,9287.06125,0.001954,345.576298,345.576298,0.0,0.0,0.993056,0.002281,442.537294,442.514963,0.0,0.0,0.988805,0.002281,127.391301,127.294285,0.0,0.0,0.987417,0.002282,164.023012,163.914061,0.0,0.0,0.987368,0.002281,145.00187,145.00187,0.0,0.0,0.988807,0.002283,510.960909,510.960909,0.0,0.0,0.990357,0.001951,269.986207,269.986207,0.0,0.0,0.992919,0.001949,655.111249,655.111126,0.0,0.0,0.992938,0.002505,283.245557,283.245557,0.0,0.0,0.986844,0.002505,335.963163,335.963163,0.0,0.0,0.986848,0.002282,320.63986,320.576116,0.0,0.0,0.988548,0.002284,147.42325,147.42325,0.0,0.0,0.987353,0.002504,418.689781,418.689781,0.0,0.0,0.986854
179,27-Mar-95,24:00:00,8722.7675,0.002287,302.674871,302.674871,0.0,0.0,0.985875,0.002528,346.310054,346.310054,0.0,0.0,0.979209,0.002529,98.136462,98.136462,0.0,0.0,0.977819,0.00253,130.460853,130.460853,0.0,0.0,0.977766,0.002528,120.85594,120.85594,0.0,0.0,0.979211,0.00253,452.439637,452.439637,0.0,0.0,0.982127,0.002284,238.926552,238.926552,0.0,0.0,0.985749,0.002284,535.894454,535.894454,0.0,0.0,0.985768,0.002936,265.27277,265.27277,0.0,0.0,0.977631,0.002936,315.673918,315.673918,0.0,0.0,0.977636,0.00253,256.005069,256.005069,0.0,0.0,0.978946,0.002531,121.515708,121.515708,0.0,0.0,0.977746,0.002935,394.307174,394.307174,0.0,0.0,0.977645
180,28-Mar-95,24:00:00,8345.734583,0.002052,267.867529,267.867529,0.0,0.0,0.978458,0.002363,289.07728,289.07728,0.0,0.0,0.969444,0.002363,80.562574,80.562574,0.0,0.0,0.968052,0.002364,110.167558,110.167558,0.0,0.0,0.967995,0.002363,105.054371,105.054371,0.0,0.0,0.969446,0.002365,401.220359,401.220359,0.0,0.0,0.97375,0.002048,211.864401,211.864401,0.0,0.0,0.978342,0.002049,461.27112,461.27112,0.0,0.0,0.97836,0.002633,249.664449,249.664449,0.0,0.0,0.968109,0.002633,297.234056,297.234056,0.0,0.0,0.968116,0.002365,216.741799,216.741799,0.0,0.0,0.969174,0.002366,104.897452,104.897452,0.0,0.0,0.96797,0.002632,371.3445,371.3445,0.0,0.0,0.968129
181,29-Mar-95,24:00:00,7198.844583,0.001667,237.495173,237.495173,0.0,0.0,0.971997,0.001639,249.824699,249.824699,0.0,0.0,0.961405,0.001639,68.81769,68.81769,0.0,0.0,0.960012,0.00164,95.79807,95.79807,0.0,0.0,0.959951,0.001638,92.628802,92.628802,0.0,0.0,0.961408,0.00164,355.846338,355.846338,0.0,0.0,0.966853,0.001662,187.903396,187.903396,0.0,0.0,0.971896,0.001663,405.074257,405.074257,0.0,0.0,0.971911,0.002137,235.109142,235.109142,0.0,0.0,0.959822,0.002136,279.920437,279.920437,0.0,0.0,0.959832,0.00164,188.739491,188.739491,0.0,0.0,0.961129,0.001641,92.200631,92.200631,0.0,0.0,0.95992,0.002135,349.719069,349.719069,0.0,0.0,0.959848
182,30-Mar-95,24:00:00,6378.5725,0.001278,210.628297,210.628297,0.0,0.0,0.966883,0.001385,219.312554,219.312554,0.0,0.0,0.955145,0.001385,60.018813,60.018813,0.0,0.0,0.953751,0.001386,84.33887,84.33887,0.0,0.0,0.953687,0.001385,82.021846,82.021846,0.0,0.0,0.95515,0.001386,315.607033,315.607033,0.0,0.0,0.961483,0.001276,166.655071,166.655071,0.0,0.0,0.966795,0.001276,358.167348,358.167348,0.0,0.0,0.966807,0.00164,221.415937,221.415937,0.0,0.0,0.953264,0.00164,263.618858,263.618858,0.0,0.0,0.953275,0.001386,166.272814,166.272814,0.0,0.0,0.954864,0.001387,81.544094,81.544094,0.0,0.0,0.953652,0.001639,329.353006,329.353006,0.0,0.0,0.953297
183,31-Mar-95,24:00:00,6075.56625,0.001997,186.809081,186.809081,0.0,0.0,0.961114,0.00219,193.762892,193.762892,0.0,0.0,0.948075,0.00219,52.854331,52.854331,0.0,0.0,0.94668,0.002191,74.604336,74.604336,0.0,0.0,0.946614,0.00219,72.715901,72.715901,0.0,0.0,0.948081,0.002192,279.91824,279.91824,0.0,0.0,0.955418,0.001994,147.809734,147.809734,0.0,0.0,0.961037,0.001995,317.377074,317.377074,0.0,0.0,0.961047,0.002564,208.521533,208.521533,0.0,0.0,0.945861,0.002564,248.266865,248.266865,0.0,0.0,0.945874,0.002191,147.122495,147.122495,0.0,0.0,0.94779,0.002193,72.261803,72.261803,0.0,0.0,0.946573,0.002563,310.17297,310.17297,0.0,0.0,0.945899
184,01-Apr-95,24:00:00,5803.315833,0.002153,165.684573,165.684573,0.0,0.0,0.954117,0.002614,171.610978,171.610978,0.0,0.0,0.938596,0.002614,46.741524,46.741524,0.0,0.0,0.9372,0.002615,66.107625,66.107625,0.0,0.0,0.93713,0.002614,64.486195,64.486195,0.0,0.0,0.938602,0.002615,248.265144,248.265144,0.0,0.0,0.947288,0.002151,131.09544,131.09544,0.0,0.0,0.954048,0.002151,281.414674,281.414674,0.0,0.0,0.954056,0.002765,196.378166,196.378166,0.0,0.0,0.936876,0.002764,233.80892,233.80892,0.0,0.0,0.936891,0.002615,130.381153,130.381153,0.0,0.0,0.938306,0.002615,64.074615,64.074615,0.0,0.0,0.937084,0.002763,292.109893,292.109893,0.0,0.0,0.936918
185,02-Apr-95,24:00:00,5561.732917,0.00224,146.948976,146.948976,0.0,0.0,0.946575,0.00223,152.129449,152.129449,0.0,0.0,0.928768,0.00223,41.408126,41.408126,0.0,0.0,0.92737,0.002231,58.614106,58.614106,0.0,0.0,0.927298,0.00223,57.192559,57.192559,0.0,0.0,0.928774,0.002231,220.191375,220.191375,0.0,0.0,0.938859,0.002239,116.271196,116.271196,0.0,0.0,0.946513,0.002239,249.574117,249.574117,0.0,0.0,0.94652,0.002879,184.941986,184.941986,0.0,0.0,0.927189,0.002879,220.192941,220.192941,0.0,0.0,0.927205,0.002231,115.60689,115.60689,0.0,0.0,0.928473,0.002232,56.825072,56.825072,0.0,0.0,0.927248,0.002879,275.098729,275.098729,0.0,0.0,0.927234
186,03-Apr-95,24:00:00,5327.2125,0.001815,130.332015,130.332015,0.0,0.0,0.93985,0.002093,134.903324,134.903324,0.0,0.0,0.920313,0.002093,36.709178,36.709178,0.0,0.0,0.918915,0.002094,51.980729,51.980729,0.0,0.0,0.91884,0.002093,50.724901,50.724901,0.0,0.0,0.92032,0.002095,195.292182,195.292182,0.0,0.0,0.931608,0.001811,103.123274,103.123274,0.0,0.0,0.939794,0.001812,221.347885,221.347885,0.0,0.0,0.939799,0.002329,174.171797,174.171797,0.0,0.0,0.918548,0.002328,207.369896,207.369896,0.0,0.0,0.918565,0.002094,102.525208,102.525208,0.0,0.0,0.920014,0.002095,50.398314,50.398314,0.0,0.0,0.918787,0.002327,259.078218,259.078218,0.0,0.0,0.918595
187,04-Apr-95,24:00:00,4910.706667,0.001485,115.594098,115.594098,0.0,0.0,0.934029,0.001726,119.6414,119.6414,0.0,0.0,0.912529,0.001726,32.552498,32.552498,0.0,0.0,0.911131,0.001727,46.101228,46.101228,0.0,0.0,0.911054,0.001726,44.988868,44.988868,0.0,0.0,0.912538,0.001727,173.208584,173.208584,0.0,0.0,0.924932,0.001481,91.462116,91.462116,0.0,0.0,0.933991,0.001482,196.316849,196.316849,0.0,0.0,0.933991,0.001905,164.028816,164.028816,0.0,0.0,0.911085,0.001904,195.293607,195.293607,0.0,0.0,0.911104,0.001727,90.929159,90.929159,0.0,0.0,0.912226,0.001728,44.699041,44.699041,0.0,0.0,0.910994,0.001903,243.99067,243.99067,0.0,0.0,0.911139
188,05-Apr-95,24:00:00,4272.845417,0.000489,186.569292,180.687414,0.048979,0.028914,0.977437,0.000429,107.364912,106.110256,0.011757,0.0,0.931661,0.000429,32.464381,28.869586,0.012707,0.0,0.928233,0.000429,60.828481,40.887674,0.009176,0.0,0.922596,0.000428,50.613406,39.901521,0.020527,0.0,0.948129,0.000429,203.721016,192.203118,0.032862,0.010026,0.967466,0.000488,93.692399,81.1196,0.017532,0.0,0.965891,0.000488,189.061973,186.962765,0.027391,0.007322,0.974034,0.000627,157.656463,155.298785,0.028228,0.001253,0.961534,0.000627,231.493195,188.290836,0.030546,0.003577,0.967909,0.000429,99.958102,80.646203,0.018279,0.0,0.941736,0.000429,120.453411,39.644425,0.016373,0.0,0.936125,0.000626,353.897428,319.070676,0.034067,0.007108,0.973691
189,06-Apr-95,24:00:00,4757.109583,0.001014,730.237235,722.89186,0.018299,0.018299,1.0,0.001055,97.383373,94.110704,0.008376,0.0,0.97879,0.001055,42.959313,27.674378,0.012589,0.002127,0.985415,0.001056,107.588508,36.263982,0.009093,0.0,0.966441,0.001055,75.711026,54.302391,0.01214,0.009861,0.997892,0.001056,715.091714,703.622273,0.013653,0.013653,1.0,0.001013,182.490007,166.998539,0.013909,0.011373,0.99817,0.001013,444.368731,440.123597,0.018255,0.018255,1.0,0.001303,313.392537,309.772141,0.019612,0.019612,1.0,0.001303,483.864115,429.672676,0.020753,0.020753,1.0,0.001056,148.639194,97.251452,0.011837,0.007232,0.994988,0.001056,246.581135,43.158022,0.01078,0.003961,0.991254,0.001302,1049.46024,1018.785296,0.025092,0.025092,1.0
190,07-Apr-95,24:00:00,6512.470833,0.000703,723.768413,721.395988,0.006714,0.006714,1.0,0.001319,85.26849,83.468502,0.002058,0.0,0.993871,0.00132,40.689964,31.552201,0.0,0.0,1.0,0.00132,70.624881,32.163224,0.0,0.0,0.980324,0.001319,105.21224,96.102618,0.002621,0.002621,1.0,0.001321,683.4931,680.400134,0.004281,0.004281,1.0,0.000702,251.77371,245.984783,0.004817,0.004817,1.0,0.000702,711.188264,709.274137,0.004447,0.004447,1.0,0.000903,410.180786,409.021605,0.005235,0.005235,1.0,0.000902,544.025815,524.204586,0.007573,0.007573,1.0,0.00132,189.314375,163.708438,0.001923,0.001923,1.0,0.001321,156.472977,64.86843,0.001373,0.001373,1.0,0.000902,623.952884,612.024463,0.010753,0.010753,1.0
191,08-Apr-95,24:00:00,5427.745417,0.00187,441.221582,440.650894,0.0,0.0,1.0,0.002198,74.727084,74.029849,0.0,0.0,0.997537,0.002198,32.285107,29.667834,0.0,0.0,0.999957,0.002199,37.895986,28.526204,0.0,0.0,0.980279,0.002198,89.894452,87.244528,0.0,0.0,1.0,0.002199,388.361964,387.814277,0.0,0.0,1.0,0.001868,175.650873,174.477574,0.0,0.0,1.0,0.001868,598.936146,598.294841,0.0,0.0,1.0,0.002401,280.828645,280.5614,0.0,0.0,1.0,0.0024,358.137728,353.843572,0.0,0.0,1.0,0.002199,174.701038,166.341163,0.0,0.0,1.0,0.0022,89.539003,64.106988,0.0,0.0,1.0,0.0024,306.563387,306.306025,0.0,0.0,1.0
192,09-Apr-95,24:00:00,4136.23875,0.002255,234.670628,234.625612,0.0,0.0,0.999552,0.002405,65.828934,65.658554,0.0,0.0,0.995561,0.002405,25.232454,24.484188,0.0,0.0,0.995348,0.002405,27.419283,25.300464,0.0,0.0,0.975664,0.002405,58.862231,58.488642,0.0,0.0,0.998024,0.002406,208.53625,208.519605,0.0,0.0,0.998301,0.002251,92.553013,92.512108,0.0,0.0,0.999561,0.002252,386.939399,386.829997,0.0,0.0,0.999559,0.002894,177.416565,177.402523,0.0,0.0,0.997645,0.002894,212.007775,211.864216,0.0,0.0,0.997646,0.002406,126.395814,124.548504,0.0,0.0,0.998019,0.002406,51.952501,47.650382,0.0,0.0,0.998015,0.002893,243.127065,243.127065,0.0,0.0,0.997649
